series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	202	Sub-Saharan Africa	3	2	Africa	Region								Y1T14	1 to 14 years old	[2019]	2019	2019	1	PT	Percentage	G	Global															82.9	82.9			Based on 23 countries with a population coverage of 56 per cent	DHS, MICS and other national surveys		E: Estimated data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														91.2		91.2				DHS 		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										62.9						62.9				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										52.0						52.0				ENS/MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			Y1T14	1 to 14 years old	[2008]	2008	2008	1	PT	Percentage	G	Global				72.0												72.0			Adult reports of whether they hit, smack, dong or pinch children; not included in aggregates as falls outside year range	Protect Me with Love and Care		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			Y2T14	2 to 14 years old	[2006]	2006	2006	1	PT	Percentage	G	Global		72.1														72.1			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			Y2T14	2 to 14 years old	[2005]	2005	2005	1	PT	Percentage	G	Global	66.9															66.9			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														89.2		89.2				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										91.5						91.5				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y2T14	2 to 14 years old	[2011]	2011	2011	1	PT	Percentage	G	Global							93.6									93.6			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			Y1T14	1 to 14 years old	[2008]	2008	2008	1	PT	Percentage	G	Global				81.0												81.0			Adult reports of whether they physical hurt children in their household; not included in aggregates as falls outside year range	Protect Me with Love and Care		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y2T14	2 to 14 years old	[2006]	2006	2006	1	PT	Percentage	G	Global		76.8														76.8			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								72.4								72.4			Refers to children aged 2-14 years	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												89.1				89.1				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										69.7						69.7				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			Y1T14	1 to 14 years old	[2017]	2017	2017	1	PT	Percentage	G	Global													83.2			83.2				DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														80.9		80.9				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												86.5				86.5				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			Y2T14	2 to 14 years old	[2011]	2011	2011	1	PT	Percentage	G	Global							84.5									84.5			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			Y1T14	1 to 14 years old	[2015]	2015	2015	1	PT	Percentage	G	Global											52.7					52.7				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			Y2T14	2 to 14 years old	[2011]	2011	2011	1	PT	Percentage	G	Global							74.4									74.4			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														81.6		81.6				DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	408	Democratic People's Republic of Korea	4	30	Eastern Asia	Country	127.1803633	40.1462645	PRK	1	1			Y1T14	1 to 14 years old	[2017]	2017	2017	1	PT	Percentage	G	Global													59.2			59.2				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														74.3		74.3				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			Y1T14	1 to 14 years old	[2017]	2017	2017	1	PT	Percentage	G	Global													69.0			69.0				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			Y2T14	2 to 14 years old	[2009]	2009	2009	1	PT	Percentage	G	Global					81.9											81.9			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														75.8		75.8				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			Y2T14	2 to 14 years old	[2007]	2007	2007	1	PT	Percentage	G	Global			90.0													90.0			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														86.0		86.0				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										72.4						72.4				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			Y1T4	1 to 4 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												70.8				70.8			Refers to children aged 1-4 years only; definition differs from standard	NHMS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			Y1T14	1 to 14 years old	[2015]	2015	2015	1	PT	Percentage	G	Global											72.7					72.7				MICS 		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			Y1T14	1 to 14 years old	[2015]	2015	2015	1	PT	Percentage	G	Global											80.0					80.0				MICS 		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			Y1T14	1 to 14 years old	[2015]	2015	2015	1	PT	Percentage	G	Global											63.1					63.1				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														49.1		49.1				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								75.6								75.6			Refers to children aged 2-14 years	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														65.8		65.8				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			Y1T14	1 to 14 years old	[2019]	2019	2019	1	PT	Percentage	G	Global															88.8	88.8				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												68.9				68.9				DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								75.1								75.1			Refers to children aged 2-14 years	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										81.7						81.7				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1			Y2T14	2 to 14 years old	[2013]	2013	2013	1	PT	Percentage	G	Global									83.5							83.5			Refers to children aged 2-14 years	DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								81.6								81.6			Refers to children aged 2-14 years	DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												84.9				84.9				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			Y1T14	1 to 14 years old	[2013]	2013	2013	1	PT	Percentage	G	Global									44.9							44.9				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												52.1				52.1				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										82.4						82.4				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	634	Qatar	4	145	Western Asia	Country	51.19152467	25.28355379	QAT	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								49.9								49.9			Refers to children aged 2-14 years. differs from standard definition	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								67.5								67.5			Refers to children aged 2-14 years	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	678	Sao Tome and Principe	5	17	Middle Africa	Country	6.609772265	0.241554875	STP	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										79.6						79.6				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										43.1						43.1				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1			Y1T14	1 to 14 years old	[2017]	2017	2017	1	PT	Percentage	G	Global													86.5			86.5				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								55.2								55.2			Refers to children aged 2-14 years	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										68.4						68.4				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	716	Zimbabwe	5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1			Y1T14	1 to 14 years old	[2019]	2019	2019	1	PT	Percentage	G	Global															64.1	64.1				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	722	Small island developing States (SIDS)	1			Group								Y1T14	1 to 14 years old	[2019]	2019	2019	1	PT	Percentage	G	Global															68.4	68.4			Based on 12 countries with a population coverage of 61 per cent	DHS, MICS and other national surveys		E: Estimated data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										63.9						63.9				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	740	Suriname	5	5	South America	Country	-55.90626394	4.132603197	SUR	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														87.3		87.3				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	747	Northern Africa and Western Asia	2	1	World	Region								Y1T14	1 to 14 years old	[2019]	2019	2019	1	PT	Percentage	G	Global															82.9	82.9			Based on 10 countries with a population coverage of 63 per cent	DHS, MICS and other national surveys		E: Estimated data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										88.3						88.3				MICS		C: Country data
