series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	13	Central America	4	419	Latin America and the Caribbean	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	3.71700466884295	3.92491115776914	4.12212789960443	4.32136374685178	4.53473116464887	4.77357082390152	5.02390021935209	5.30546855182737	5.59899607174211	5.89473731831658	6.19539772610093	6.49804140939914	6.80204316296411	7.08702624301897	7.34648703386343	7.57351295027692	7.78876425852467	7.98809617712994	8.1667372542979	8.34225687977109	8.34225687977109				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	1.081966	1.186242	1.305112	1.451038	1.623344	1.819827	2.062923	2.357305	2.689019	3.038488	3.389539	3.705094	3.963637	4.166428	4.330931	4.476016	4.625063	4.753585	4.835469	4.924272	4.924272				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.17519927478201	0.186500456231946	0.199547433374959	0.213607621343923	0.228895213781756	0.247175408962211	0.269516093484737	0.29829472807623	0.331950418753098	0.36845691224841	0.408340834818713	0.45119362139914	0.492617077004039	0.535434716940057	0.578798176496189	0.620433136248617	0.661029194983531	0.70113969443063	0.739823057354036	0.776868699977344	0.776868699977344				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.064368	0.069389	0.076418	0.086371	0.098046	0.113113	0.130918	0.151449	0.17454	0.201334	0.231123	0.266	0.301569	0.336203	0.370263	0.402059	0.429601	0.451848	0.469885	0.483132	0.483132				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	142	Asia	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	1.49695089491573	1.60287082578674	1.71813019336768	1.8476564598183	1.99334059755511	2.15694990326981	2.34383855668201	2.55996693475129	2.80800829811351	3.07872527548821	3.35935857759316	3.6464433833278	3.93013561485737	4.20508747605598	4.45677792851673	4.69127400447231	4.91187493546785	5.13653946825202	5.36043483721568	5.59744660874394	5.59744660874394				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	1.47427	1.609507	1.754157	1.915055	2.095812	2.312071	2.578238	2.884795	3.231075	3.599158	3.981809	4.365398	4.724976	5.046248	5.32092	5.563366	5.773396	5.963389	6.129827	6.27612	6.27612				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	145	Western Asia	3	142	Asia	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	4.10916208423094	4.3407088405157	4.56875333269619	4.81467859144447	5.08397753241947	5.36479964650302	5.64153962182575	5.93163875744745	6.22666200254026	6.58722263867261	6.96450633525255	7.36851047697497	7.75035834289615	8.11122684953713	8.43465045450524	8.77662690234891	9.01889268094688	9.24424483658333	9.43860113469684	9.63024157681688	9.63024157681688				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.101759	0.10776	0.119931	0.129741	0.152093	0.177949	0.209669	0.247536	0.289677	0.335382	0.384795	0.437117	0.492917	0.546582	0.600652	0.654157	0.707042	0.752146	0.789447	0.818989	0.818989				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	15	Northern Africa	3	2	Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	1.98052795822063	2.12593797392088	2.27237590918641	2.4284990761945	2.60236019427405	2.79976245002452	3.01728620167808	3.26109922545095	3.5204026648293	3.78457235553519	4.04794354243451	4.40400821107117	4.59934638936937	4.79516496776052	4.96508205178443	5.09271937427343	5.22463083479937	5.26329322764453	5.3529165048797	5.43055641225283	5.43055641225283				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	150	Europe	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	8.5242062925285	9.00744866976122	9.4852228423374	9.97700904991353	10.490332679802	11.0208275795889	11.5638175277969	12.0979427348684	12.6128418308781	13.1062720216096	13.5899409188735	14.0480908538384	14.4671049202898	14.8372706466662	15.1722701008521	15.4331058729173	15.6536343287834	15.8505353178803	16.0259468454918	16.180445709692	16.180445709692				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	151	Eastern Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	4.10455075360059	4.36640332653128	4.63399354707717	4.90938551059957	5.20919415960237	5.54126478279271	5.89769764283355	6.29233898430208	6.72119832195486	7.15891403702488	7.61123415865292	8.0721666596903	8.53260955243766	8.96959119964674	9.42851245730204	9.78592628121668	10.1096380148557	10.4029755883624	10.6784339459022	10.950720004084	10.950720004084				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	4.282577	4.509488	4.705238	4.90133	5.132265	5.38545	5.671146	5.997923	6.345902	6.706521	7.063691	7.424132	7.794726	8.179748	8.54768	8.875897	9.173505	9.462593	9.711654	9.932659	9.932659				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	154	Northern Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	12.2625331507917	12.9312759900933	13.6208696853123	14.3483650332641	15.1290430709952	15.932495635847	16.7477287686502	17.4938074409823	18.1613669279678	18.779363492374	19.3459051361894	19.857737075595	20.3337990700307	20.7724978896184	21.1442484412041	21.4772577210314	21.7198868954401	21.9663817042305	22.1828418696615	22.4197924009989	22.4197924009989				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	155	Western Europe	3	150	Europe	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	12.7037489593623	13.3596023034708	13.9909332221243	14.6368855860744	15.3018071235887	15.9722470538813	16.6346453564821	17.2525408168367	17.8121466327269	18.3046242141126	18.7686208991535	19.1879852678141	19.5363507798818	19.8055822700467	19.9915211374904	20.095503273871	20.1680095489702	20.2350021644759	20.2886228366964	20.3048619497238	20.3048619497238				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.867002	0.986643	1.127309	1.29355	1.48838	1.71862	1.988324	2.313427	2.713538	3.156524	3.625474	4.107665	4.580867	5.043269	5.467952	5.852531	6.200781	6.536213	6.871619	7.234441	7.234441				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	2.719513	2.842596	2.956017	3.058985	3.167153	3.289303	3.450315	3.663708	3.917782	4.188153	4.47901	4.770651	5.050448	5.314549	5.561171	5.759705	5.920851	6.063256	6.191734	6.302878	6.302878				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.222461	0.235808	0.25246	0.271123	0.287626	0.304904	0.325032	0.352665	0.388327	0.430175	0.476371	0.521347	0.565924	0.605433	0.640661	0.671106	0.69669	0.716	0.728577	0.735175	0.735175				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	1.328041	1.444142	1.565248	1.693925	1.829954	1.980193	2.153493	2.347911	2.562247	2.777285	2.9903	3.193699	3.376562	3.544469	3.693014	3.819732	3.908199	3.96296	3.989031	4.00043	4.00043				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	2.79561689527305	2.97833628848707	3.17857230956907	3.37411394344543	3.59788422761295	3.84347499958502	4.10559905690302	4.41168913769421	4.75137772501358	5.09635930240074	5.42996183775041	5.75006399759444	6.02916196841791	6.25904177863361	6.4436627869299	6.58279004229974	6.68303737564376	6.77742625746882	6.82430651316967	6.88496205854337	6.88496205854337				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	3.770728	4.00474	4.336536	4.690562	5.058038	5.42542	5.792758	6.177666	6.574265	6.959334	7.31316	7.727398	8.115693	8.488159	8.825572	9.140638	9.400332	9.620653	9.817509	10.017878	10.017878				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	19	Americas	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	6.62532527115128	6.95468705354047	7.28172729649211	7.62980787047903	8.00580038713704	8.40389668672314	8.82382075518841	9.25080550395688	9.67630263195622	10.0998015750861	10.516784928132	10.9524077616787	11.3971368104723	11.8123239717141	12.1710351915529	12.4707061753077	12.7121602179047	12.9268961771034	13.1250692866919	13.3101096043447	13.3101096043447				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	4.850222	5.154238	5.401103	5.685873	5.848804	6.216895	6.636444	7.088442	7.550533	8.005292	8.444256	9.1194	9.521153	9.886422	10.225007	10.569377	10.889245	11.252332	11.565992	11.888368	11.888368				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	10.195996	10.623992	11.05834	11.503749	11.992328	12.516423	13.076438	13.633759	14.118283	14.518597	14.860854	15.13849	15.266765	15.605757	16.075644	16.538557	16.733189	16.780209	16.756705	16.796339	16.796339				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	199	Least Developed Countries (LDC)	1			Group								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.197417895591384	0.215745926209863	0.237641663291587	0.263122653506138	0.291621911482987	0.324267807554426	0.363385484594343	0.410182449377993	0.464395759630437	0.523351331604985	0.585010948637318	0.670358536230906	0.727655821118568	0.78663474602057	0.843759217283076	0.897066413652171	0.948071630916619	0.99923816335692	1.04827304404592	1.0935410091635	1.0935410091635				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	2	Africa	2	1	World	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.850446166315119	0.904585150035593	0.961480684445084	1.02185562937058	1.0917870909726	1.17169986244216	1.26307664983183	1.36956967974292	1.48820578075778	1.61185058731942	1.73651813015265	1.88235649824763	1.99102267552639	2.09519375959636	2.18725420802256	2.26254223091061	2.33387062834283	2.38439323182638	2.43859462313093	2.48605092910998	2.48605092910998				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	202	Sub-Saharan Africa	3	2	Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.513259547454067	0.543333542920549	0.5771339038966	0.613092506977744	0.656820965562865	0.707308499873659	0.767559661979633	0.840543479318592	0.925394995767054	1.01573394370066	1.112757	1.207984	1.299307	1.385452	1.463416	1.532023	1.595025	1.656299	1.711639	1.759532	1.759532				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	7.200338	7.600918	8.02286	8.467464	8.953616	9.464649	9.988346	10.52006	10.996887	11.483828	12.034207	12.585848	13.113003	13.611779	14.093238	14.498708	14.876737	15.195983	15.481033	15.705284	15.705284				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	0.169449	0.184442	0.201374	0.21911	0.237564	0.258453	0.281525	0.313711	0.352042	0.393928	0.435081	0.476696	0.517788	0.560204	0.604416	0.646304	0.687175	0.728128	0.768192	0.805612	0.805612				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	13.168722	13.965265	14.7954	15.67756	16.598938	17.559349	18.482452	19.360407	20.102298	20.70977	21.271232	21.738927	22.157991	22.495852	22.70981	22.790827	22.742808	22.658135	22.562607	22.392184	22.392184				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	21	Northern America	3	19	Americas	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	11.6885657593987	12.2412709165008	12.8014597100237	13.4120553223932	14.0711616316549	14.7425725923569	15.4335399387441	16.0793377818371	16.6725313686776	17.2389217030566	17.7657550941507	18.3167852588179	18.8986564332787	19.4361088521064	19.8664022876275	20.2037722177893	20.4186090841657	20.5980101644908	20.7548356986595	20.9122009917859	20.9122009917859				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	3.149475	3.363749	3.570909	3.787958	4.015948	4.275569	4.560229	4.875277	5.231963	5.608049	5.992075	6.366037	6.696152	6.979151	7.219395	7.42218	7.590902	7.733237	7.839218	7.926902	7.926902				Environment Live / UNU		E: Estimated data
EN_EWT_GENPCAP	Electronic waste generated, per capita (Kg)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	KG	Kilograms	G	Global	2.12667	2.300026	2.462091	2.619737	2.783986	2.967755	3.175085	3.416097	3.680208	3.950556	4.242353	4.53643	4.81203	5.060833	5.29413	5.498197	5.716685	5.948876	6.191687	6.445497	6.445497				Environment Live / UNU		E: Estimated data
