goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	215.0	213.0	213.0	79.0	79.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	8.0	8.0	8.0	8.0	8.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global	317.0	313.0	311.0		311.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			0.0	0.0	0.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			7.0	7.0	7.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global	11.0	11.0	11.0		11.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	[2018]	2018	2018	1	NUMBER	Number	G	Global				126.0	126.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	0.0	15.0	45.0	26.0	26.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	[2018]	2018	2018	1	NUMBER	Number	G	Global				18.0	18.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global	8.0	8.0	8.0		8.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	1716.0	1716.0	1765.0	1716.0	1716.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			17.0	17.0	17.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	[2017]	2017	2017	1	NUMBER	Number	G	Global			0.0		0.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	[2016, 2017, 2018]	2016	2018	3	NUMBER	Number	G	Global		0.0	0.0	0.0	0.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global	243.0	243.0	243.0		243.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global	8.0	8.0	8.0		8.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1	[2016, 2017, 2018]	2016	2018	3	NUMBER	Number	G	Global		0.0	0.0	0.0	0.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	4.0	4.0	7.0	19.0	19.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	14.0	14.0	14.0	14.0	14.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global	20.0	24.0	24.0	32.0	32.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	492	Monaco	4	155	Western Europe	Country	7.424214814	43.73532918	MCO	1	1	[2017, 2018]	2017	2018	2	NUMBER	Number	G	Global			1.0	1.0	1.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number	G	Global	0.0	2.0	6.0		6.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
1	Goal 1	End poverty in all its forms everywhere	1.5	By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters	C200305	1.5.4	II	UNDRR	Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies	2020.Q1.G.01	['local governments', 'means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']	SG_DSR_SILN	Number of local governments that adopt and implement local DRR strategies in line with national strategies (number)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1	[2016, 2017, 2018]	2016	2018	3	NUMBER	Number	G	Global		0.0	0.0	0.0	0.0			Some of the data has not followed an official validation process and may be subject to revision at a later date.â	Sendai Framework Monitoring System as provided by designated national focal points (2019)		C: Country data
