goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7	PT	Percentage	G	Global	13.0	10.2	11.3	11.5	11.5	12.1	13.0					13.0			[2008-2011,2013]: The data correspond to Tourism GVA (direct) as a percentage of total GVA // [2012]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. // [2014]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Provisional value.	Fiji Bureau of Statistics		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2011, 2012, 2013, 2014, 2015, 2016, 2017]	2011	2017	7	PT	Percentage	G	Global				2.4	2.5	2.5	2.4	2.5	2.5	2.6		2.6			[2011-2016]: The data correspond to Tourism GVA (direct) as a percentage of total GVA // [2017]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Provisional value.	Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	PT	Percentage	G	Global			7.3	7.5	7.6	7.5	7.5	7.3	7.1	7.2	7.4	7.4			[2010-2016]: Weight of internal torism consumption on GDP // [2017-2018]: Weight of internal torism consumption on GDP. Provisional value.	General Directorate for Enterprises (DGE), Tourism Satellite Account, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			4.2					3.9				3.9			The data correspond to Tourism GVA (direct) as a percentage of total GVA	Economic Factor Tourism' Study, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	5.5	4.7	4.9	4.7	4.9	5.9	6.3	6.4	6.3	6.8		6.8			[2008-2010]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data refer to Tourism GVA of industries 55-56 of NACE Rev.2 as % of total GVA. // [2011-2017]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Data refer to Tourism GVA of industries 55-56 of NACE Rev.2 as % of total GVA. Provisional value.	Hellenic Statistical Authority, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	[2008]	2008	2008	1	PT	Percentage	G	Global	nan											nan			Without business trips.	WTO		_X: Data nature not available
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	6.0	6.2	6.1	6.1	6.4	6.5	6.4	6.4	6.4	6.0		6.0			[2008-2013]: The data correspond to Tourism GVA (direct) as a percentage of total GVA // [2014-2017]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Estimated value.	Instituto HondureĂąo de Turismo, Banco Central de Honduras		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	2.8	3.2	4.3	4.5	4.7	5.0	5.1	5.0	4.6	4.5		4.5			The data correspond to Tourism GVA (direct) as a percentage of total GVA	Census and Statistics Department, HKSAR		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	5.3	5.3	5.3	5.5	5.8	6.1	6.3	6.4	6.7	6.7		6.7			The data correspond to Tourism GVA (direct) as a percentage of total GVA	Hungarian Central Statistical Office, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	9	PT	Percentage	G	Global		3.5	3.4	3.6	4.1	4.6	5.1	6.1	8.0	8.6		8.6			[2009-2016]: Based on Gross National Product. // [2017]: Based on Gross National Product. Estimated and provisional value.	Statistics Iceland, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	[2009, 2010, 2011, 2012]	2009	2012	4	PT	Percentage	G	Global		3.8	3.7	3.7	3.8							3.8			[2009-2010]: Estimated value	Tourism Satellite Account, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	2.9	2.8	2.7	2.7	2.8	2.9	2.9	3.1	3.0	3.1		3.1				Australian Bureau of Statistics (ABS), Tourism Satellite Account 2016-17, Australian National Accounts, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	4.7	4.2	4.1	4.0	4.0	4.0	4.1	4.3	4.1	4.1		4.1			Estimated value.	National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global	2.8	2.6	2.8	2.7	2.7	2.6	2.5	2.6	2.4	2.7	2.8	2.8			The data correspond to Tourism GVA (direct) as a percentage of total GVA	Ministry of Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			5.7					5.9				5.9			The data correspond to Tourism GVA (direct) as a percentage of total GVA	Italian Institute of Statistic (ISTAT), Tourism Satellite Account, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global					2.4	3.6	4.8	5.2	5.5	5.9	6.3	6.3				WTO		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	7.1	7.2	6.9	6.5	6.4	6.9	7.5	7.8	8.4	9.0		9.0				National Income and Product 2017		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	1.9	1.9	1.7	1.7	1.7	1.8	1.7	1.8	2.0	2.0		2.0			[2008]: Data refer to 1993 SNA. // [2009-2012]: Data refer to 1993 SNA // [2013]: Data refer to 1993 SNA. Break in series. // [2014-2017]: Data refer to 2008 SNA	Japan Tourism Agency, Japan System of National Accounts, via cooperation UNWTO - OECD		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	10	PT	Percentage	G	Global	1.5	1.4	1.3	1.4	1.5	1.0	0.9	1.0	1.3	1.4		1.4			The data correspond to Tourism GVA (direct) as a percentage of total GVA	UNWTO - OECD cooperation.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global	6.1	6.1	6.5	6.5	6.4	6.4	6.4	6.3	6.3	6.4	6.5	6.5			2008-2013 according to TSA:RMF 2001, 2015 onwards according to TSA:RMF 2008.	Statistics Austria, Tourism Satellite Account, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global	12.4	11.4	10.5	12.4	10.5	11.7	11.5	12.1	11.1	11.0	12.4	12.4				Central Bank of Jordan - Department of Statistics - Ministry of Tourism and Antiquities		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2008	2016	9	PT	Percentage	G	Global	4.2	3.1	3.1	3.4	4.4	4.2	4.3	4.2	4.5			4.5			The data correspond to Tourism GVA (direct) as a percentage of total GVA. Estimated value.	Tourism Satellite Account, via cooperation UNWTO - OECD.		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.9	By 2030, devise and implement policies to promote sustainable tourism that creates jobs and promotes local culture and products	C080901	8.9.1	II	UNWTO	Tourism direct GDP as a proportion of total GDP and in growth rate	2020.Q1.G.01	['gross domestic product', 'tourism']	ST_GDP_ZS	Tourism direct GDP as a proportion of total GDP (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	9	PT	Percentage	G	Global		2.8	2.7	2.8	3.0	3.0	3.1	3.0	3.0	3.1		3.1			[2009,2011-2015]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. // [2010]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. Break in series. // [2016-2017]: The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. Provisional value.	Statistics Lithuania, via cooperation UNWTO - OECD.		C: Country data
