goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	84.8				84.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global				20.12554	20.12554				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	_T	Both sexes	[2018]	2018	2018	1	PT	Percentage	G	Global			68.0		68.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global				18.9	18.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	Both sexes	[2016, 2018]	2016	2018	2	PT	Percentage	G	Global	100.0		100.0		100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	1.1				1.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	_T	Both sexes	[2018]	2018	2018	1	PT	Percentage	G	Global			43.0		43.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	_T	Both sexes	[2018]	2018	2018	1	PT	Percentage	G	Global			15.9		15.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	Both sexes	[2016, 2018]	2016	2018	2	PT	Percentage	G	Global	100.0		100.0		100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global				50.50308	50.50308				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global		3.7			3.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	_T	Both sexes	[2018]	2018	2018	1	PT	Percentage	G	Global			100.0		100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	28.9				28.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2020.Q1.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare', 'insurance']	SI_COV_POOR	[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0				100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
