goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	IO_WTO	World Trade Organisation	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.71429	0.67114	0.65359		0.625	0.61728	0.60976	0.60976	0.60976				[2000,2005,2010,2015]: WTO Annual Report 2015 // [2016]: WTO Annual Report 2016 // [2017]: WTO Annual Report 2017 // [2018]: WTO Annual Report 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	IO_ADB	Asian Development Bank	[2000, 2005, 2010, 2015, 2016, 2017]	2000	2017	6	PT	Percentage	G	Global	1.69492	1.5625	1.49254		1.49254	1.493	1.493		1.493				[2000]: Asian Development Bank Annual Report 2000 // [2005]: Asian Development Bank Annual Report 2005 // [2010]: Asian Development Bank Annual Report 2010 // [2015]: Asian Development Bank Annual Report 2015 // [2016]: Asian Development Bank Annual Report 2016 // [2017]: Asian Development Bank Annual Report 2017		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IO_IBRD	International Bank for Reconstruction and Development	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.54945	0.54348	0.53476		0.53191	0.53191	0.5291	0.5291	0.5291				[2000]: The World Bank Annual Report 2000: Financial Statement and Appendixes to the Annual Report // [2005]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2005 // [2010]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2010 // [2015]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2015 // [2016]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2016 // [2017]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2017 // [2018]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IO_AFDB	African Development Bank	[2000, 2005, 2010, 2014, 2015, 2016, 2017]	2000	2017	7	PT	Percentage	G	Global	1.2987	1.2987	1.2987	1.26582	1.25	1.25	1.25		1.25				[2000]: African Development Bank Group Annual Report 2000 // [2005]: African Development Bank Group Annual Report 2005 // [2010]: African Development Bank Group Annual Report 2010 // [2014]: African Development Bank Group Annual Report 2014 // [2015]: African Development Bank Group Annual Report 2015 // [2016]: African Development Bank Group Annual Report 2016 // [2017]: African Development Bank Group Annual Report 2017		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IO_IMF	International Monetary Fund	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.5618	0.55249	0.54945		0.53191	0.53191	0.5291	0.5291	0.5291				[2000]: IMF Annual Report 2000 // [2005]: IMF Annual Report 2005 // [2010]: IMF Annual Report 2010 // [2015]: IMF Annual Report 2015 // [2016]: IMF Annual Report 2016 // [2017]: IMF Annual Report 2017 // [2018]: IMF Annual Report 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IO_IFC	International Finance Corporation	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.57471	0.5618	0.54945		0.54348	0.54348	0.54348	0.54348	0.54348				[2000]: IFC 2000 Annual Report Volume 2 // [2005]: IFC 2005 Annual Report Volume 2 // [2010]: IFC 2010 Annual Report Volume 2 // [2015]: IFC 2015 Annual Report Volume 2 // [2016]: IFC 2016 Annual Report Volume 2 // [2017]: IFC 2017 Annual Report Volume 2 // [2018]: IFC 2018 Annual Report Volume 2		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IO_UNGA	UN General Assembly	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.5291	0.52356	0.52083		0.51813	0.51813	0.51813	0.51813	0.51813				UN General Assembly website http://www.un.org/en/member-states/index.html		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IO_WTO	World Trade Organisation	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.71429	0.67114	0.65359		0.625	0.61728	0.60976	0.60976	0.60976				[2000,2005,2010,2015]: WTO Annual Report 2015 // [2016]: WTO Annual Report 2016 // [2017]: WTO Annual Report 2017 // [2018]: WTO Annual Report 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IO_IFC	International Finance Corporation	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.57471	0.5618	0.54945		0.54348	0.54348	0.54348	0.54348	0.54348				[2000]: IFC 2000 Annual Report Volume 2 // [2005]: IFC 2005 Annual Report Volume 2 // [2010]: IFC 2010 Annual Report Volume 2 // [2015]: IFC 2015 Annual Report Volume 2 // [2016]: IFC 2016 Annual Report Volume 2 // [2017]: IFC 2017 Annual Report Volume 2 // [2018]: IFC 2018 Annual Report Volume 2		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IO_IBRD	International Bank for Reconstruction and Development	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.54945	0.54348	0.53476		0.53191	0.53191	0.5291	0.5291	0.5291				[2000]: The World Bank Annual Report 2000: Financial Statement and Appendixes to the Annual Report // [2005]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2005 // [2010]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2010 // [2015]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2015 // [2016]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2016 // [2017]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2017 // [2018]: International Bank for Reconstruction and Development Managementâs Discussion & Analysis and Financial Statements June 30, 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IO_UNGA	UN General Assembly	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.5291	0.52356	0.52083		0.51813	0.51813	0.51813	0.51813	0.51813				UN General Assembly website http://www.un.org/en/member-states/index.html		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IO_ECOSOC	UN Economic and Social Council	[2000, 2018]	2000	2018	2	PT	Percentage	G	Global	1.85185							1.85185	1.85185				[2000]: Report of the Economic and Social Council for 2000 (A/55/3/Rev.1) // [2018]: Report of the Economic and Social Council on its 2018 Session (A/73/3)		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IO_IMF	International Monetary Fund	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.5618	0.55249	0.54945		0.53191	0.53191	0.5291	0.5291	0.5291				[2000]: IMF Annual Report 2000 // [2005]: IMF Annual Report 2005 // [2010]: IMF Annual Report 2010 // [2015]: IMF Annual Report 2015 // [2016]: IMF Annual Report 2016 // [2017]: IMF Annual Report 2017 // [2018]: IMF Annual Report 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	IO_WTO	World Trade Organisation	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.0	0.67114	0.65359		0.625	0.61728	0.60976	0.60976	0.60976				[2000,2005,2010,2015]: WTO Annual Report 2015 // [2016]: WTO Annual Report 2016 // [2017]: WTO Annual Report 2017 // [2018]: WTO Annual Report 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	IO_IMF	International Monetary Fund	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.5618	0.55249	0.54945		0.53191	0.53191	0.5291	0.5291	0.5291				[2000]: IMF Annual Report 2000 // [2005]: IMF Annual Report 2005 // [2010]: IMF Annual Report 2010 // [2015]: IMF Annual Report 2015 // [2016]: IMF Annual Report 2016 // [2017]: IMF Annual Report 2017 // [2018]: IMF Annual Report 2018		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	IO_UNGA	UN General Assembly	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.5291	0.52356	0.52083		0.51813	0.51813	0.51813	0.51813	0.51813				UN General Assembly website http://www.un.org/en/member-states/index.html		G: Global monitoring data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.8	Broaden and strengthen the participation of developing countries in the institutions of global governance	C200205	16.8.1	I	DESA/FFDO	Proportion of members and voting rights of developing countries in international organizations	2020.Q1.G.01	['equality of states', 'intergovernmental organizations', 'developing countries']	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	IO_IFC	International Finance Corporation	[2000, 2005, 2010, 2015, 2016, 2017, 2018]	2000	2018	7	PT	Percentage	G	Global	0.57471	0.5618	0.54945		0.54348	0.54348	0.54348	0.54348	0.54348				[2000]: IFC 2000 Annual Report Volume 2 // [2005]: IFC 2005 Annual Report Volume 2 // [2010]: IFC 2010 Annual Report Volume 2 // [2015]: IFC 2015 Annual Report Volume 2 // [2016]: IFC 2016 Annual Report Volume 2 // [2017]: IFC 2017 Annual Report Volume 2 // [2018]: IFC 2018 Annual Report Volume 2		G: Global monitoring data
