goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),143,Central Asia,3,142,Asia,Region,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,11.5,11.4,11.4,11.2,11.2,11.3,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.5,11.6,11.8,12.1,12.3,12.5,12.5,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,"[2002, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2002,2017,15,PT,Percentage,G,Global,,,16.5,16.5,,18.4,19.2,18.9,18.9,17.7,17.1,16.8,17.7,17.8,18.0,18.0,17.9,19.3,,,19.3,,,"[2002-2003,2006-2008]: Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old // [2005]: Age coverage - minimum age: 10 years old // [2009]: Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old // [2010-2011]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2016]: Repository: ILO-STATISTICS - Micro data processing // [2017]: Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts",LFS - Sri Lanka Labour Force Survey,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),145,Western Asia,3,142,Asia,Region,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,12.0,12.1,12.1,12.2,12.5,12.7,12.5,12.5,12.1,11.8,11.9,11.7,11.6,11.6,11.8,11.7,11.4,11.3,11.5,11.3,11.3,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),15,Northern Africa,3,2,Africa,Region,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,11.6,11.6,11.3,11.0,11.0,11.2,11.3,11.1,11.2,11.3,11.6,10.6,11.1,10.9,11.0,11.0,11.0,11.2,11.3,11.3,11.3,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),150,Europe,2,1,World,Region,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,19.7,19.6,19.4,18.7,18.5,18.0,17.8,17.6,16.7,15.7,15.4,15.3,15.2,15.0,15.0,14.9,14.9,15.0,14.9,14.8,14.8,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,18,PT,Percentage,G,Global,14.0,14.3,14.1,14.1,13.7,13.1,13.1,13.1,12.8,,11.3,11.5,11.6,11.3,11.4,11.1,11.0,10.8,10.4,,10.4,,,"[2000-2005,2007-2008]: Data reference period: Fourth quarter // [2006]: Data reference period: Fourth quarter | Break in series: Methodology revised // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing",LFS - National Employment Survey,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2010,2018,9,PT,Percentage,G,Global,,,,,,,,,,,13.0,13.2,13.1,12.3,12.2,12.1,11.8,12.0,12.3,,12.3,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Integrated Household Survey,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),174,Comoros,5,14,Eastern Africa,Country,43.34234565,-11.66121732,COM,1,1,"[2004, 2014]",2004,2014,2,PT,Percentage,G,Global,,,,,7.3,,,,,,,,,,9.5,,,,,,9.5,,,Repository: ILO-STATISTICS - Micro data processing,[2004]: HS - Integrated Household Survey // [2014]: LFS - National Survey on Employment and the Informal Sector,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),178,Congo,5,11,Western Africa,Country,15.22052612,-0.840544119,COG,1,1,[2005],2005,2005,1,PT,Percentage,G,Global,,,,,,16.5,,,,,,,,,,,,,,,16.5,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Core Welfare Indicators Questionnaire,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,[2005],2005,2005,1,PT,Percentage,G,Global,,,,,,3.6,,,,,,,,,,,,,,,3.6,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - Survey 1-2-3, Employment, informal sector and household's living conditions",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),188,Costa Rica,5,13,Central America,Country,-84.19712782,9.970998683,CRI,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,18,PT,Percentage,G,Global,14.4,15.0,14.3,14.0,13.9,13.7,13.3,13.1,12.2,,12.0,11.0,9.9,9.0,9.3,10.9,10.2,10.1,11.0,,11.0,,,"[2000-2008]: Data reference period: July | Age coverage - minimum age: 12 years old // [2010,2012-2018]: Repository: ILO-STATISTICS - Micro data processing // [2011]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","[2000-2008,2010]: HS - National Household Survey // [2011-2018]: LFS - Continuous Employment Survey",,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),191,Croatia,4,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2001,2018,18,PT,Percentage,G,Global,,18.5,20.5,19.7,19.2,18.1,19.0,19.2,18.6,17.4,16.6,17.3,17.5,17.2,17.2,16.6,17.0,17.0,17.3,,17.3,,,[2001]: Data reference period: March // [2002-2018]: Repository: Eurostat special tabulation,[2001]: PC - Population Census // [2002-2018]: LFS - EU Labour Force Survey,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),192,Cuba,5,29,Caribbean,Country,-79.54460144,22.10030366,CUB,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",2000,2014,15,PT,Percentage,G,Global,9.8,13.2,13.2,13.2,12.4,12.0,11.0,10.8,11.0,10.5,9.8,10.1,12.4,9.5,9.3,,,,,,9.3,,,[2009-2014]: Age coverage - minimum age: 17 years old,LFS - National Employment Survey,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),196,Cyprus,4,145,Western Asia,Country,33.22285964,35.05659437,CYP,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,12.8,12.8,12.2,11.0,10.7,11.5,10.4,9.8,9.7,9.1,8.3,7.8,7.5,7.5,8.2,7.8,7.2,7.2,6.9,,6.9,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),199,Least Developed Countries (LDC),1,,,Group,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,5.9,6.1,6.2,6.3,6.4,6.6,6.7,6.8,6.9,6.9,7.1,7.1,7.2,7.2,7.3,7.4,7.4,7.4,7.5,7.5,7.5,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),202,Sub-Saharan Africa,3,2,Africa,Region,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,7.2,7.0,6.9,6.8,6.7,6.5,6.4,6.3,6.2,6.1,6.0,5.9,6.0,6.0,6.1,6.2,6.2,6.2,6.3,6.2,6.2,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,27.4,28.1,28.0,27.8,27.2,27.2,28.2,28.6,27.6,25.2,25.3,26.4,26.6,26.0,26.7,27.3,27.8,27.9,27.6,,27.6,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry’s share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",C090202,9.2.2,I,UNIDO,Manufacturing employment as a proportion of total employment,2020.Q1.G.01,"['industrialization', 'economic growth', 'employment']",SL_TLF_MANF,Manufacturing employment as a proportion of total employment (%),204,Benin,5,11,Western Africa,Country,2.339933594,9.65401646,BEN,1,1,[2011],2011,2011,1,PT,Percentage,G,Global,,,,,,,,,,,,15.3,,,,,,,,,15.3,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,,C: Country data
