goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2006	value_2011	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	F	Female	[2019]	2019	2019	1	PT	Percentage	G	Global						10.89	10.89			Administrative data based on most recent elections (2018).	Compiled by UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					24.86		24.86			Administrative data based on most recent election results at regional level (2017) and municipal level (2016).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global									N	Indicator not applicable / No elected deliberative bodies of local government.	Compiled by UN Women in collaboration with ESCAP Statistics Division		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	F	Female	[2018, 2019]	2018	2019	2	PT	Percentage	G	Global					17.61	17.9	17.9			[2018]: Administrative data based on most recent election results (2015). // [2019]: Administrative data based on most recent election results (2019).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					28.04		28.04			Administrative data based on most recent election results (2015).	Compiled by UNECA African Centre for Statistics and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					45.64		45.64			Administrative data based on most recent election results (2016).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					26.39		26.39			Administrative data based on most recent election results (2017).	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	F	Female	[2019]	2019	2019	1	PT	Percentage	G	Global						34.87	34.87			Administrative data based on most recent election results (2017-2018).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	199	Least Developed Countries (LDC)	1			Group						F	Female	[2019]	2019	2019	1	PT	Percentage	G	Global						30.2	30.2			Weighted average by number of councillors, based on data from 25 countries and areas.	UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					35.8		35.8			Administrative data based on most recent local elections results (2015).	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	202	Sub-Saharan Africa	3	2	Africa	Region						F	Female	[2019]	2019	2019	1	PT	Percentage	G	Global						29.29	29.29			Weighted average by number of councillors, based on data from 29 countries and areas.	UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global				27.06			27.06			Administrative data based on most recent election results at the level of regions (2016), municipalities (2014) and city districts (2014).	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					4.65		4.65			Administrative data based on most recent election results (2015).	Compiled by UNECA African Centre for Statistics and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					33.33		33.33			Administrative data based on most recent election results (2017).	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					28.34		28.34			Administrative data based on most recent election results (2016).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	F	Female	[2018, 2019]	2018	2019	2	PT	Percentage	G	Global					25.66	27.17	27.17			[2018]: Administrative data based on most recent election results (2014). // [2019]: Administrative data based on most recent election results (2019).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					32.44		32.44			Administrative data based on most recent election results (2018).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					26.85		26.85			Administrative data based on most recent local elections (2017) provided by Ministry of Interior and Local Cooperation.	Compiled by UNECA African Centre for Statistics and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global				28.63			28.63			Administrative data.	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					39.05		39.05			Administrative data based on most recent election results (2017).	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					40.4		40.4			Administrative data based on most recent election results at the level of communes (2014), departments (2015) and regions (2015). Data also cover the territories of Guadeloupe, Martinique, Guyane, La RĂŠunion and Mayotte.	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					28.87		28.87			Administrative data based on most recent election results (2017).	Compiled by UNECA African Centre for Statistics and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					13.46		13.46			Administrative data based on most recent election results (2017).	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					21.17		21.17			Administrative data based on most recent election results (2017 and 2018) for local councils in West Bank.	Compiled by ESCWA Statistics Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	F	Female	[2018, 2019]	2018	2019	2	PT	Percentage	G	Global					27.01	27.52	27.52			[2018]: Administrative data based on most recent election results (around year 2017). // [2019]: Administrative data based on most recent election results. Data do not cover the Land Schleswig-Holstein.	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1	F	Female	[2019]	2019	2019	1	PT	Percentage	G	Global						66.67	66.67			Administrative data based on most recent election results (2019).	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	F	Female	[2018, 2019]	2018	2019	2	PT	Percentage	G	Global					4.65	3.8	3.8			[2018]: Administrative data based on most recent election results (2015). Data cover 99 per cent of the 216 local councils in the country. // [2019]: Administrative data based on most recent election results (2019).	Compiled by UNECA African Centre for Statistics and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	F	Female	[2019]	2019	2019	1	PT	Percentage	G	Global									N	Indicator not applicable / No elected deliberative bodies of local government.	Compiled by ECLAC Division for Gender Affairs and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					35.0		35.0			Administrative data based on most recent local elections (2014).	Compiled by UNECE Statistical Division and UN Women		C: Country data
5	Goal 5	Achieve gender equality and empower all women and girls	5.5	Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life	C050501	5.5.1	I/II	IPU, UN Women	Proportion of seats held by women in (a) national parliaments and (b) local governments	2020.Q1.G.01	['advancement of women', 'gender equality', 'political participation', 'women']	SG_GEN_LOCGELS	Proportion of elected seats held by women in deliberative bodies of local government (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global					15.38		15.38			Administrative data based on most recent election results (2016).	Compiled by UN Women in collaboration with ESCAP Statistics Division		C: Country data
