goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2001,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,_T,Both sexes,[2007],2007,2007,1,PT,Percentage,G,Global,,,,,,79.2,,,,,,,,,,,79.2,,,Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,M,Male,[2007],2007,2007,1,PT,Percentage,G,Global,,,,,,73.9,,,,,,,,,,,73.9,,,Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - HS - Household survey of Cameroon,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",143,Central Asia,3,142,Asia,Region,,,,,,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,45.1,,45.1,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",143,Central Asia,3,142,Asia,Region,,,,,,F,Female,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,37.5,,37.5,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",143,Central Asia,3,142,Asia,Region,,,,,,M,Male,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,50.0,,50.0,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",145,Western Asia,3,142,Asia,Region,,,,,,F,Female,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,30.9,,30.9,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",145,Western Asia,3,142,Asia,Region,,,,,,M,Male,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,41.3,,41.3,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",145,Western Asia,3,142,Asia,Region,,,,,,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,38.7,,38.7,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",15,Northern Africa,3,2,Africa,Region,,,,,,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,56.4,,56.4,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",15,Northern Africa,3,2,Africa,Region,,,,,,F,Female,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,41.7,,41.7,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",15,Northern Africa,3,2,Africa,Region,,,,,,M,Male,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,59.8,,59.8,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",150,Europe,2,1,World,Region,,,,,,M,Male,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,20.8,,20.8,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",150,Europe,2,1,World,Region,,,,,,F,Female,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,17.4,,17.4,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",150,Europe,2,1,World,Region,,,,,,_T,Both sexes,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,19.2,,19.2,,,,ILO estimates based on processing of country microdata sets,,E: Estimated data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,,,,,,,,,44.5,44.5,42.0,40.6,41.4,40.8,41.1,41.7,41.7,,,Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - LFS - National Employment Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,M,Male,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,,,,,,,,,39.9,38.4,36.2,35.7,37.0,37.4,37.9,40.7,40.7,,,Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - LFS - National Employment Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,,,,,,,,,41.8,40.9,38.7,37.8,38.9,38.9,39.3,41.1,41.1,,,Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - LFS - National Employment Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,,,,,,,,,62.3,61.6,61.1,59.4,57.7,57.5,56.6,55.8,55.8,,,[2010]: Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised // [2011-2017]: Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - LFS - Integrated Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,,,,,,,,,65.2,64.7,64.5,62.5,60.9,60.4,59.1,58.1,58.1,,,[2010]: Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised // [2011-2017]: Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - LFS - Integrated Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,M,Male,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PT,Percentage,G,Global,,,,,,,,,59.8,59.0,58.1,56.7,54.9,55.0,54.4,53.8,53.8,,,[2010]: Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised // [2011-2017]: Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - LFS - Integrated Household Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,F,Female,[2005],2005,2005,1,PT,Percentage,G,Global,,,,97.9,,,,,,,,,,,,,97.9,,,Repository: ILO-STATISTICS - Micro data processing,"ILOSTAT - LFS - Survey 1-2-3, Employment, informal sector and household's living conditions",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,_T,Both sexes,[2005],2005,2005,1,PT,Percentage,G,Global,,,,96.3,,,,,,,,,,,,,96.3,,,Repository: ILO-STATISTICS - Micro data processing,"ILOSTAT - LFS - Survey 1-2-3, Employment, informal sector and household's living conditions",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",180,Democratic Republic of the Congo,5,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,M,Male,[2005],2005,2005,1,PT,Percentage,G,Global,,,,95.3,,,,,,,,,,,,,95.3,,,Repository: ILO-STATISTICS - Micro data processing,"ILOSTAT - LFS - Survey 1-2-3, Employment, informal sector and household's living conditions",,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.3,"Promote development-oriented policies that support productive activities, decent job creation, entrepreneurship, creativity and innovation, and encourage the formalization and growth of micro-, small- and medium-sized enterprises, including through access to financial services",C080301,8.3.1,II,ILO,"Proportion of informal employment in non-agriculture employment, by sex",2020.Q1.G.01,"['informal sector', 'employment']",SL_ISV_IFRM,"Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)",188,Costa Rica,5,13,Central America,Country,-84.19712782,9.970998683,CRI,1,1,F,Female,"[2011, 2012, 2013, 2014, 2015, 2016, 2017]",2011,2017,7,PT,Percentage,G,Global,,,,,,,,,,37.2,41.5,43.6,42.9,43.7,39.7,40.0,40.0,,,Repository: ILO-STATISTICS - Micro data processing,ILOSTAT - LFS - Continuous Employment Survey,,C: Country data
