goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2004,value_2006,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,Y15T49,15 to 49 years old,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,12.9,,,12.9,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",466,Mali,5,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,Y15T49,15 to 49 years old,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,88.6,,88.6,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",478,Mauritania,5,11,Western Africa,Country,-10.33187259,20.26089546,MRT,1,1,Y15T49,15 to 49 years old,F,Female,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,66.6,,,,,66.6,,,,MICS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",562,Niger,5,11,Western Africa,Country,9.400167877,17.42143036,NER,1,1,Y15T49,15 to 49 years old,F,Female,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,2.0,,,,,,,,2.0,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",566,Nigeria,5,11,Western Africa,Country,8.097363256,9.585789025,NGA,1,1,Y15T49,15 to 49 years old,F,Female,[2018],2018,2018,1,PT,Percentage,G,Global,,,,,,,,,,,,19.5,,19.5,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",624,Guinea-Bissau,5,11,Western Africa,Country,-14.40182514,12.11760394,GNB,1,1,Y15T49,15 to 49 years old,F,Female,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,44.9,,,,,,44.9,,,,MICS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",686,Senegal,5,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,Y15T49,15 to 49 years old,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,24.0,,,24.0,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",694,Sierra Leone,5,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,Y15T49,15 to 49 years old,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,86.1,,,86.1,,,,MICS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",706,Somalia,5,14,Eastern Africa,Country,46.20367477,4.406485729,SOM,1,1,Y15T49,15 to 49 years old,F,Female,[2006],2006,2006,1,PT,Percentage,G,Global,,97.9,,,,,,,,,,,,97.9,,,,MICS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",729,Sudan,4,15,Northern Africa,Country,29.95650159,16.02643066,SDN,0,1,Y15T49,15 to 49 years old,F,Female,[2014],2014,2014,1,PT,Percentage,G,Global,,,,,,,,86.6,,,,,,86.6,,,,MICS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",768,Togo,5,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,Y15T49,15 to 49 years old,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,3.1,,,3.1,,,,MICS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",800,Uganda,5,14,Eastern Africa,Country,32.39100438,1.279557331,UGA,1,1,Y15T49,15 to 49 years old,F,Female,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,0.3,,,,0.3,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",818,Egypt,4,15,Northern Africa,Country,29.77468534,26.57438204,EGY,1,1,Y15T49,15 to 49 years old,F,Female,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,87.2,,,,,87.2,,,,Health Issues Survey (DHS),,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",834,United Republic of Tanzania,5,14,Eastern Africa,Country,34.80521182,-6.265332606,TZA,1,1,Y15T49,15 to 49 years old,F,Female,[2016],2016,2016,1,PT,Percentage,G,Global,,,,,,,,,,10.0,,,,10.0,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",854,Burkina Faso,5,11,Western Africa,Country,-1.742843829,12.27491081,BFA,1,1,Y15T49,15 to 49 years old,F,Female,[2010],2010,2010,1,PT,Percentage,G,Global,,,,75.8,,,,,,,,,,75.8,,,,DHS,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050302,5.3.2,I,UNICEF,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",2020.Q1.G.01,"['harmful traditional practices', 'advancement of women', 'gender equality', 'female circumcision', 'women', 'girls']",SH_STA_FGMS,"Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)",887,Yemen,4,145,Western Asia,Country,45.22389143,15.22242099,YEM,1,1,Y15T49,15 to 49 years old,F,Female,[2013],2013,2013,1,PT,Percentage,G,Global,,,,,,,18.5,,,,,,,18.5,,,,DHS,,C: Country data
