series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	activity_code	activity_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	87.32206						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global	ISIC4_A_011_012_013	Agriculture	2015				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	80.1422						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	77.73552						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	_T	Both sexes	G	Global	NONAGR	Non-agriculture	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	85.61147						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	78.65667						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	F	Female	G	Global	NONAGR	Non-agriculture	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	93.86499						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	F	Female	G	Global	ISIC4_A_011_012_013	Agriculture	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	75.49389						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	M	Male	G	Global	ISIC4_A_011_012_013	Agriculture	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	76.94062						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	M	Male	G	Global	NONAGR	Non-agriculture	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	76.15687						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	82.49042						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	_T	Both sexes	G	Global	ISIC4_A_011_012_013	Agriculture	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	79.48953						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	78.94812						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	_T	Both sexes	G	Global	NONAGR	Non-agriculture	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	80.07208						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	_T	Both sexes	G	Global	ISIC4_A_011_012_013	Agriculture	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	74.97346						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	78.28975						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	M	Male	G	Global	NONAGR	Non-agriculture	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	71.92577						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	M	Male	G	Global	ISIC4_A_011_012_013	Agriculture	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	85.52807						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	79.68647						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	F	Female	G	Global	NONAGR	Non-agriculture	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	93.30254						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	F	Female	G	Global	ISIC4_A_011_012_013	Agriculture	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	98.30513						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	89.44254						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	_T	Both sexes	G	Global	NONAGR	Non-agriculture	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	99.73254						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	_T	Both sexes	G	Global	ISIC4_A_011_012_013	Agriculture	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	97.39445						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	90.16798						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	M	Male	G	Global	NONAGR	Non-agriculture	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	99.54282						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	M	Male	G	Global	ISIC4_A_011_012_013	Agriculture	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	99.05392						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	87.31832						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	F	Female	G	Global	NONAGR	Non-agriculture	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	99.86104						HIES - Living standards survey		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	F	Female	G	Global	ISIC4_A_011_012_013	Agriculture	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	93.57436						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	90.56383						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	_T	Both sexes	G	Global	NONAGR	Non-agriculture	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	99.61906						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	_T	Both sexes	G	Global	ISIC4_A_011_012_013	Agriculture	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	94.18459						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global	NONAGR	Non-agriculture	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	99.80319						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global	ISIC4_A_011_012_013	Agriculture	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	91.3839						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	87.27084						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	M	Male	G	Global	NONAGR	Non-agriculture	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	99.45939						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	M	Male	G	Global	ISIC4_A_011_012_013	Agriculture	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	96.02126						LFS - Labour force survey		Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown	2012				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	90.98074						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	79.20987						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	_T	Both sexes	G	Global	NONAGR	Non-agriculture	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	99.26146						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	_T	Both sexes	G	Global	ISIC4_A_011_012_013	Agriculture	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	86.87664						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	73.87218						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	M	Male	G	Global	NONAGR	Non-agriculture	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	98.66749						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	M	Male	G	Global	ISIC4_A_011_012_013	Agriculture	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	95.16239						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	86.61522						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	F	Female	G	Global	NONAGR	Non-agriculture	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	99.7492						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	F	Female	G	Global	ISIC4_A_011_012_013	Agriculture	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	90.2314						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	82.39419						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	_T	Both sexes	G	Global	NONAGR	Non-agriculture	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	98.87681						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	_T	Both sexes	G	Global	ISIC4_A_011_012_013	Agriculture	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	86.58821						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	78.06829						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	M	Male	G	Global	NONAGR	Non-agriculture	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	98.19669						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	M	Male	G	Global	ISIC4_A_011_012_013	Agriculture	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	94.08532						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	F	Female	G	Global	_T	No breakdown	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	88.01786						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	F	Female	G	Global	NONAGR	Non-agriculture	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	99.45064						HS - Household survey of Cameroon		Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	F	Female	G	Global	ISIC4_A_011_012_013	Agriculture	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	63.74417						LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	M	Male	G	Global	_T	No breakdown	2015				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	95.96201						LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	_T	Both sexes	G	Global	ISIC4_A_011_012_013	Agriculture	2015				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	57.80524						LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	_T	Both sexes	G	Global	NONAGR	Non-agriculture	2015				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	63.81927						LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics		Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	_T	Both sexes	G	Global	_T	No breakdown	2015				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
