series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	140	Central African Republic	61.0						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2010				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	143	Central Asia	98.4						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 4 countries with a population coverage of 58 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	142	Asia	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	144	Sri Lanka	97.2						DHS		Not included in aggregates as falls outside year range	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2007				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	145	Western Asia	85.1						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 13 countries with a population coverage of 76 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	142	Asia	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	148	Chad	12.0						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	15	Northern Africa	92.0						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 5 countries with a population coverage of 98 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	2	Africa	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	150	Europe	100.0						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 42 countries with a population coverage of 100 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				2	1	World	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	152	Chile	99.4						EstadĂ­sticas Vitales		Children aged 0-7 years who are registered	C	Country data	PT	Percentage	Y0T7	under 8 years old	G	Global	2011				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	170	Colombia	96.8						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				5	5	South America	Country	-73.07446751	3.888209046	COL	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	174	Comoros	87.3						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2012				5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	178	Congo	95.9						MICS 			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	180	Democratic Republic of the Congo	24.6						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	184	Cook Islands	100.0						Civil Registration Office, Ministry of Justice, 2017		Births registered	C	Country data	PT	Percentage	Y0	under 1 year old	G	Global	2017				4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	188	Costa Rica	99.6						INEC		Births registered	C	Country data	PT	Percentage	Y0	under 1 year old	G	Global	2013				5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	191	Croatia	100.0						Ministry of Public Administration		Births registered	C	Country data	PT	Percentage	Y0	under 1 year old	G	Global	2017				4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	192	Cuba	100.0						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	196	Cyprus	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	199	Least Developed Countries (LDC)	43.3						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 42 countries with a population coverage of 98 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				1			Group					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	20	Andorra	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2012				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	202	Sub-Saharan Africa	44.5						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 43 countries with a population coverage of 98 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	2	Africa	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	203	Czechia	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	204	Benin	85.6						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	208	Denmark	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	21	Northern America	100.0						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 2 countries with a population coverage of 100 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	19	Americas	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	214	Dominican Republic	88.0						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	218	Ecuador	82.1						Registro Civil, INEC		Percentage of births registered	C	Country data	PT	Percentage	Y0	under 1 year old	G	Global	2016				5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	222	El Salvador	98.5						ENS/MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	226	Equatorial Guinea	53.5						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2011				5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	231	Ethiopia	2.7						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2016				5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	233	Estonia	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	24	Angola	25.0						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2016				5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	246	Finland	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	250	France	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	262	Djibouti	91.7						MICS		Not included in aggregates as falls outside year range	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2006				5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	266	Gabon	89.6						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2012				5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	268	Georgia	99.6						Welfare Monitoring Survey			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	270	Gambia	57.9						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	275	State of Palestine	95.9						Ministry of Interior			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	276	Germany	100.0						Federal Statistical Office		Percentage of births registered	C	Country data	PT	Percentage	Y0	under 1 year old	G	Global	2018				4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	288	Ghana	70.5						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	296	Kiribati	93.5						DHS		Not included in aggregates as falls outside year range	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2009				4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	300	Greece	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	31	Azerbaijan	93.6						DHS		Not included in aggregates as falls outside year range	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2006				4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	32	Argentina	99.5						MICS		Children with a birth certificate	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2012				5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	320	Guatemala	96.4						ENSMI		Children under 5 registered with National Registry of Persons (RENAP)	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	324	Guinea	62.0						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	328	Guyana	88.7						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	332	Haiti	84.8						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2017				5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	34	Southern Asia	71.1						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 8 countries with a population coverage of 99 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	142	Asia	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	340	Honduras	93.6						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2012				5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	348	Hungary	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	35	South-Eastern Asia	82.3						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 9 countries with a population coverage of 95 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	142	Asia	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	352	Iceland	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	356	India	79.7						NFHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2016				4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	36	Australia	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2013				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	360	Indonesia	71.9						SUSENAS		Children with a birth certificate	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	364	Iran (Islamic Republic of)	98.6						MIDHS		Only includes children with an Iranian parent who has a national ID card; not included in aggregates as falls outside year range	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2010				4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	368	Iraq	98.8						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	372	Ireland	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	376	Israel	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	380	Italy	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	384	Côte d'Ivoire	71.7						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2016				5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	388	Jamaica	98.0						Registrar General Department Administrative Records, 2017			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2017				5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	392	Japan	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2013				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	398	Kazakhstan	99.7						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	4	Afghanistan	42.3						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2015				4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	40	Austria	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	400	Jordan	98.0						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	404	Kenya	66.9						DHS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	408	Democratic People's Republic of Korea	100.0						MICS		Not included in aggregates as falls outside year range	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2009				4	30	Eastern Asia	Country	127.1803633	40.1462645	PRK	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	417	Kyrgyzstan	98.9						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	418	Lao People's Democratic Republic	73.0						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2017				4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	419	Latin America and the Caribbean	94.3						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 28 countries with a population coverage of 100 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				3	19	Americas	Region					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	422	Lebanon	99.5						MICS		Not included in aggregates as falls outside year range	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2009				4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	426	Lesotho	44.5						MICS			C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2018				5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	428	Latvia	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	430	Liberia	24.6						DHS		Children with a birth certificate	C	Country data	PT	Percentage	Y0T4	under 5 years old	G	Global	2013				5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	432	Landlocked developing countries (LLDCs)	41.8						DHS, MICS, other national surveys, censuses and vital registration systems		Based on 30 countries with a population coverage of 94 per cent	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2019				1			Group					
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	438	Liechtenstein	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	155	Western Europe	Country	9.552985019	47.14167005	LIE	1	1
SG_REG_BRTH	Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age)	440	Lithuania	100.0						UNSD		Estimates of 100% are assumed given the completeness of the civil registration system and all vital events (including births) are registered	E	Estimated data	PT	Percentage	Y0T4	under 5 years old	G	Global	2014				4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1
