series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	typeOfSpeed_code	typeOfSpeed_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	value_detail	lowerBound_detail	upperBound_detail
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	IS_GE10M	10 mbps and over	2012	40.0					National Communications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1	_T	Any speed	2017	17373.0					Gibraltar Regulatory Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1	IS_GE10M	10 mbps and over	2017	16544.0					Gibraltar Regulatory Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	0.0					Gibraltar Regulatory Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	0.0					Gibraltar Regulatory Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	_T	Any speed	2017	76.0					Ministry of Information, Communication, Transport & Tourism Development		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	65.0					Ministry of Information, Communication, Transport & Tourism Development		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	IS_GE10M	10 mbps and over	2017	1.0					Ministry of Information, Communication, Transport & Tourism Development		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	10.0					Ministry of Information, Communication, Transport & Tourism Development		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	Any speed	2017	3778268.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	368.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	279926.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	IS_GE10M	10 mbps and over	2017	3497969.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	_T	Any speed	2015	10000.0					ITU estimate.		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	IS_2MT10M	Between 2 mbps and 10 mbps	2009	25.0					TELE Greenland		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	IS_GE10M	10 mbps and over	2009	3.0					TELE Greenland		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	IS_256KT2M	Between 256 kbps and 2 mbps	2009	60.0					TELE Greenland		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	_T	Any speed	2017	22235.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	10300.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	10762.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	IS_GE10M	10 mbps and over	2017	1275.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	Any speed	2017	1805214.0					Ministry of Transport, Communications and High Technologies (MTC&HT) 		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	920659.0					Ministry of Transport, Communications and High Technologies (MTC&HT) 		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	737946.0					Ministry of Transport, Communications and High Technologies (MTC&HT) 		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	IS_GE10M	10 mbps and over	2017	146609.0					Ministry of Transport, Communications and High Technologies (MTC&HT) 		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	_T	Any speed	2014	3000.0					ITU estimate.		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Any speed	2017	7842778.0					Ente Nacional de Comunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	236515.0					Ente Nacional de Comunicaciones	Up to 1 Mbps.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	4778704.0					Ente Nacional de Comunicaciones	From 1 Mbps to 10 Mbps.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	IS_GE10M	10 mbps and over	2017	2699858.0					Ente Nacional de Comunicaciones	More than 10 Mbps.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	Any speed	2017	531000.0					ITU estimate.		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	_T	Any speed	2017	1127.0					MinistĂ¨re des Postes , des TĂŠlĂŠcommunications et de l'Economie NumĂŠrique 		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	_T	Any speed	2017	64889.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	41521.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	13336.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	IS_GE10M	10 mbps and over	2017	10032.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	_T	Any speed	2017	29900.0					Conseil National des TĂŠlĂŠcommunications		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	Any speed	2017	238455.0					ComisiĂłn Nacional de Telecomunicaciones (CONATEL)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	155132.0					ComisiĂłn Nacional de Telecomunicaciones (CONATEL)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	IS_GE10M	10 mbps and over	2017	7454.0					ComisiĂłn Nacional de Telecomunicaciones (CONATEL)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	75705.0					ComisiĂłn Nacional de Telecomunicaciones (CONATEL)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	_T	Any speed	2017	2658068.0					Office of the Communications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	IS_GE10M	10 mbps and over	2017	2213354.0					Office of the Communications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	0.0					Office of the Communications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	444714.0					Office of the Communications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Any speed	2017	2968048.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	IS_GE10M	10 mbps and over	2017	2799350.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	138504.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	30194.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	_T	Any speed	2017	133574.0					Post and Telecom Administration		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	501.0					Post and Telecom Administration		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	IS_GE10M	10 mbps and over	2017	132856.0					Post and Telecom Administration		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	217.0					Post and Telecom Administration		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	_T	Any speed	2017	17856024.0					Department of Telecommunications	Dec-17	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	IS_GE10M	10 mbps and over	2017	8516834.0					Department of Telecommunications	Dec-17	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	1197020.0					Department of Telecommunications	Dec-17	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	8142170.0					Department of Telecommunications	Dec-17	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Any speed	2017	7922000.0					Department of Communications and the Arts	Data is equal to i4213dsl + i4213cab + i4213ftth/b + i4213ob + i271s + i271fw  	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	IS_GE10M	10 mbps and over	2017	12537000.0					Department of Communications and the Arts	Australian Bureau of Statistics (2018), 8153.0 Internet Activity, Australia, December 2017, Table 2 As at December. Advertised download speeds of 8Mbps or more.  http://www.abs.gov.au/AUSSTATS/abs@.nsf/DetailsPage/8153.0December%202017?OpenDocument	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	0.0					Department of Communications and the Arts	ABS has stopped providing this information since Jun 2017	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	0.0					Department of Communications and the Arts	ABS has stopped providing this information since Jun 2017	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	_T	Any speed	2017	6215923.0					Ministry of Communication and Information Technology	Final data as of 31 Dec 2018	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	IS_GE10M	10 mbps and over	2017	2684228.0					Ministry of Communication and Information Technology	Telkom and Indosat only.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	780959.0					Ministry of Communication and Information Technology		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	2681131.0					Ministry of Communication and Information Technology		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	_T	Any speed	2017	10057769.0					Information Technology Organization of Iran (ITO)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	3986618.0					Information Technology Organization of Iran (ITO)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	IS_GE10M	10 mbps and over	2017	1261714.0					Information Technology Organization of Iran (ITO)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	4809437.0					Information Technology Organization of Iran (ITO)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	_T	Any speed	2017	4291911.0					Communications and Media Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	2575146.0					Communications and Media Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	1287573.0					Communications and Media Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	IS_GE10M	10 mbps and over	2017	429191.0					Communications and Media Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	Any speed	2017	1401356.0					Commission for Communications Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	207209.0					Commission for Communications Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	IS_GE10M	10 mbps and over	2017	1181135.0					Commission for Communications Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	13012.0					Commission for Communications Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	Any speed	2017	2342000.0					Ministry of Communications	Dec. 2017 - Inc. DSL and cable.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	IS_GE10M	10 mbps and over	2011	789192.0					Ministry of Communications.		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	0.0					Ministry of Communications	The minimum advertised downstream speed in Israel is 5 Mbit/s	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2011	300645.0					Ministry of Communications.		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	_T	Any speed	2017	16586376.0					AGCOM	Source: AGCOM	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	IS_GE10M	10 mbps and over	2017	11158916.0					AGCOM	Source: AGCOM	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	124423.0					AGCOM	Source: AGCOM	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	5303038.0					AGCOM	Source: AGCOM	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	_T	Any speed	2017	142825.0					ARTCI		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	93557.0					ARTCI		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	45323.0					ARTCI		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	IS_GE10M	10 mbps and over	2017	3945.0					ARTCI	En  2015 et 2016,  les abonnĂŠs ĂŠtaient des abonnĂŠs internet fixe car raccordĂŠs via le WIMAX fixe. En 2017, MTN dĂŠployĂŠ commercialement  la technologie LTE mobile et effectuĂŠ le basculement de ses clients internet fixe .	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	_T	Any speed	2017	239120.0					Office of Utilities Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	77221.0					Office of Utilities Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	IS_GE10M	10 mbps and over	2017	154807.0					Office of Utilities Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	7092.0					Office of Utilities Regulation		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	_T	Any speed	2017	40532466.0					Ministry of Internal Affairs and Communications	Total does not equal the sum of subscriptions by speed since it included subscriptions with unknown speed.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	386607.0					Ministry of Internal Affairs and Communications		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	2105138.0					Ministry of Internal Affairs and Communications		_X	Data nature not available	NUMBER	Number			
