series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			U	Urban	[1993]	1993	1993	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			_T	All areas	[2013]	2013	2013	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			R	Rural	[2008]	2008	2008	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			_T	All areas	[2008]	2008	2008	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			U	Urban	[2008]	2008	2008	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			U	Urban	[2002, 2008]	2002	2008	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			R	Rural	[2002, 2008]	2002	2008	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			_T	All areas	[2002, 2008, 2013]	2002	2013	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			_T	All areas	[2017]	2017	2017	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			_T	All areas	[2005, 2017]	2005	2017	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			U	Urban	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			R	Rural	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			R	Rural	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			U	Urban	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			_T	All areas	[2015]	2015	2015	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			U	Urban	[2010, 2011]	2010	2011	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	All areas	[2010, 2011, 2016]	2010	2016	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			R	Rural	[2010, 2011]	2010	2011	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			U	Urban	[2005, 2012]	2005	2012	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			_T	All areas	[2005, 2012, 2016]	2005	2016	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			R	Rural	[2005, 2012]	2005	2012	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	All areas	[2006]	2006	2006	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			R	Rural	[2001]	2001	2001	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			U	Urban	[2001]	2001	2001	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	All areas	[2001, 2007, 2008, 2009, 2010, 2011, 2012]	2001	2012	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			U	Urban	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2003	2013	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	All areas	[2016, 2017]	2016	2017	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	All areas	[2000, 2006, 2011, 2014]	2000	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			U	Urban	[2000, 2006, 2014]	2000	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			R	Rural	[2000, 2006, 2014]	2000	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			_T	All areas	[1994, 2002, 2007, 2012]	1994	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			U	Urban	[1994, 2002, 2007, 2012]	1994	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			R	Rural	[1994, 2002, 2007, 2012]	1994	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			R	Rural	[2012]	2012	2012	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			U	Urban	[2012]	2012	2012	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			_T	All areas	[2012]	2012	2012	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			_T	All areas	[2017, 2018]	2017	2018	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			_T	All areas	[1993, 2004, 2009, 2011]	1993	2011	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			U	Urban	[1993, 2004, 2009, 2011]	1993	2011	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			R	Rural	[1993, 2004, 2009, 2011]	1993	2011	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			_T	All areas	[2015, 2016, 2017]	2015	2017	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			R	Rural	[2006, 2012]	2006	2012	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			_T	All areas	[2006, 2012]	2006	2012	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			U	Urban	[2006, 2012]	2006	2012	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			U	Urban	[2002, 2008, 2015]	2002	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			R	Rural	[2002, 2008, 2015]	2002	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			_T	All areas	[2002, 2008, 2015]	2002	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			_T	All areas	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012]	1990	2012	22
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			U	Urban	[1991, 1992, 1998, 1999, 2000, 2001, 2002]	1991	2002	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			R	Rural	[1991, 1992, 1998, 1999, 2000, 2001, 2002]	1991	2002	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			_T	All areas	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			R	Rural	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			U	Urban	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			_T	All areas	[2007, 2011, 2016]	2007	2016	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			_T	All areas	[2008, 2010]	2008	2010	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			U	Urban	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			R	Rural	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			U	Urban	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			_T	All areas	[2005, 2015]	2005	2015	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			R	Rural	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			_T	All areas	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			U	Urban	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			R	Rural	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			U	Urban	[1997, 2002, 2007, 2012]	1997	2012	4
