series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	typeOfProduct_code	typeOfProduct_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	9.66						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_ARMS	Arms	G	Global	2015				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	0.95						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_TXT	Textiles	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.79						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_CLTH	Clothing	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.78						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.33						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_OIL	Oil	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.59						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	_T	Total or no breakdown	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	5.0						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_ARMS	Arms	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.61						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_IND	Industrial products	G	Global	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.61						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_IND	Industrial products	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	5.0						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_ARMS	Arms	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.59						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	_T	Total or no breakdown	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	0.95						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_TXT	Textiles	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.78						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.33						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_OIL	Oil	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	104	Myanmar	1.79						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_CLTH	Clothing	G	Global	2018				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	29.93						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_TXT	Textiles	G	Global	2005				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	6.36						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2005				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	13.53						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	_T	Total or no breakdown	G	Global	2005				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	13.44						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_IND	Industrial products	G	Global	2005				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	6.82						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	_T	Total or no breakdown	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	10.55						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	2.17						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_ARMS	Arms	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	19.68						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_CLTH	Clothing	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	5.9						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_IND	Industrial products	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	0.0						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_OIL	Oil	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	16.42						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_TXT	Textiles	G	Global	2010				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	14.12						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	6.13						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	_T	Total or no breakdown	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	1.68						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_ARMS	Arms	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	24.23						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_CLTH	Clothing	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	0.0						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_OIL	Oil	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	12.18						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_TXT	Textiles	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	4.41						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_IND	Industrial products	G	Global	2015				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	31.51						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_TXT	Textiles	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	12.99						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	11.76						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	_T	Total or no breakdown	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	25.0						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_ARMS	Arms	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	24.97						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_CLTH	Clothing	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	9.77						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_IND	Industrial products	G	Global	2016				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	25.32						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	5.59						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_ARMS	Arms	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	23.02						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_CLTH	Clothing	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	6.1						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_IND	Industrial products	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	11.85						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_TXT	Textiles	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	10.29						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	_T	Total or no breakdown	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
TM_TAX_WMPS	Worldwide weighted tariff-average, preferential status, by type of product (%)	108	Burundi	32.39						Market Access Map data, International Trade Centre (ITC)			C	Country data	PT	Percentage	AGG_AGR	Agricultural products	G	Global	2018				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
