series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	112	Belarus	100.0						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	58.07941						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2013				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	19.49744						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2013				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	25.06722						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	75.65147						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	53.09033						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	25.27455						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	120	Cameroon	27.74291						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	71.49758						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	100.0						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	100.0						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	100.0						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	100.0						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	76.45631						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	132	Cabo Verde	79.26829						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	100.0						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2010				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	100.0						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2010				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	100.0						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2010				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	100.0						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	100.0						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	136	Cayman Islands	100.0						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	140	Central African Republic	3.74516						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	140	Central African Republic	37.42331						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	140	Central African Republic	37.42331						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	143	Central Asia	99.2590710294651						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	143	Central Asia	100.0						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	143	Central Asia	99.9719249497565						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	143	Central Asia	99.2600584319525						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	143	Central Asia	99.259835111393						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	143	Central Asia	100.0						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	94.74307						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	96.89792						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	98.21344						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	98.99037						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	98.93634						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	96.65552						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	99.95668						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	99.96858						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	144	Sri Lanka	93.19023						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	97.3225989009475						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2015				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	97.1660517120065						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	95.3324734237648						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	91.7185787234744						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	91.1048132955118						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	94.6152265323108						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	97.2378687577075						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	97.2357898214568						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2018				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	90.7309549250838						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2018				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	145	Western Asia	93.898281651701						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2018				3	142	Asia	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	90.6202423708662						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2011				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	91.0479853262512						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2012				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	91.4334839027739						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2013				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	91.7830974781539						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2014				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	91.5645904539556						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2015				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	85.7444306516666						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2015				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	79.3717773221403						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2015				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	85.9745012393564						UIS			C	Country data	PT	Percentage	ISCED11_1	Primary	G	Global	2016				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	79.7211900662828						UIS			C	Country data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2016				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	99.0333649000017						UIS			C	Country data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2016				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	99.2699025432091						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2017				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	79.6038352532114						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2017				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	15	Northern Africa	85.7019859910121						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2017				3	2	Africa	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7837064135246						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2000				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8942491306163						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2000				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8533705092191						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2000				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8149541480308						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2001				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8923127548247						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2001				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7814367657455						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2001				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7814255332164						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2002				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8914894646304						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2002				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7819355520563						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2002				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7536488489462						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2003				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8907114237913						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2003				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7802714603272						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2003				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7784859471381						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2004				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8892195857871						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2004				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7288959566813						UIS			E	Estimated data	PT	Percentage	ISCED11_1	Primary	G	Global	2004				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.7798481080354						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2005				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.8888288191304						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2005				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.780759695664						UIS			E	Estimated data	PT	Percentage	ISCED11_3	Upper secondary	G	Global	2006				2	1	World	Region					
SE_ACC_ELEC	Schools with access toÂ electricity, by education level (%)	150	Europe	99.888514948222						UIS			E	Estimated data	PT	Percentage	ISCED11_2	Lower secondary	G	Global	2006				2	1	World	Region					
