series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	location_code	location_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	46.81956						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2011				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	67.12907						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2011				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	85.77981						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2011				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	47.85402						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2012				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	85.68166						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2012				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	67.74305						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2012				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	48.89293						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2013				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	68.34628						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2013				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	85.57937						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2013				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	49.93764						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2014				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	68.94266						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2014				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	85.4778						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2014				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	50.98648						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2015				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	69.53274						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2015				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	85.37737						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2015				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	52.0242						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2016				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	70.10356						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2016				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	85.26961						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2016				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	53.03716						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2017				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	70.64488						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2017				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	1	World	85.14748						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2017				1			Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.83742						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.83825						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2001				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.83501						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2002				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.80889						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2003				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.76394						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2004				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.71948						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2005				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.6755						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.632						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2007				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.58899						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2008				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.70982						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.83096						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2010				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.95243						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2011				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	97.07426						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	97.03456						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2013				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	97.01165						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2014				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.98926						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.96734						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	100	Bulgaria	96.94594						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2017				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	8.90365						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2000				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	17.3098						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2000				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.2393						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2000				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	9.19708						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2001				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.23879						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2001				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	17.65321						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2001				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	9.49685						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2002				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	17.99695						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2002				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.23406						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2002				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	9.79592						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2003				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	18.33778						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2003				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.22427						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2003				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	10.13621						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2004				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	18.70389						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2004				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.2175						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2004				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	10.50326						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2005				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	19.08562						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2005				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.21659						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2005				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.22286						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2006				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	19.47086						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2006				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	10.87684						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2006				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	33.23574						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2007				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	11.25458						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2007				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	19.85561						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2007				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	20.24005						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2008				4	202	Sub-Saharan Africa	Region					
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	11	Western Africa	11.63702						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2008				4	202	Sub-Saharan Africa	Region					
