series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	typeOfSkill_code	typeOfSkill_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	20.49421						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	22.02653						ONEI			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	18.94553						ONEI			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	20.49421						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	22.02653						ONEI			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	15.57113						ONEI			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	16.71208						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	17.84099						ONEI			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	26.93963						ONEI			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTATCH	Sending e-mails with attached files	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	28.86912						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTATCH	Sending e-mails with attached files	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	30.77822						ONEI			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTATCH	Sending e-mails with attached files	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	9.03848						ONEI			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	9.05547						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	9.07264						ONEI			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	10.24635						ONEI			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	10.71821						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	11.18509						ONEI			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	20.83969						ONEI			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	22.49333						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	192	Cuba	5.16411						ONEI			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2019				5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	36.93571						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	37.0657						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	42.99502						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	45.81875						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	48.9126						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	28.00638						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	28.43125						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	28.81907						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	60.95477						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	62.64015						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	64.48657						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	29.58205						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	34.99582						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	36.81705						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	40.9272						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	58.85987						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	60.08632						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	57.7404						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	4.21182						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	6.67646						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	9.37789						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2014				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	2.90421						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	2.2496						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	43.81463						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	44.58377						Eurostat			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	22.25204						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	22.56425						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	22.79799						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	48.54246						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	51.01002						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	52.90167						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	45.30729						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	27.2044						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	27.57417						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	27.90325						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	40.67017						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	44.47799						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	47.97388						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	28.32841						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	32.99856						Eurostat			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	37.96143						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	1.5735						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2015				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	47.50475						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	50.74279						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	23.5515						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	25.55015						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	27.38751						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	49.72252						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	49.83012						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	49.94716						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	1.62029						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	2.85351						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	4.19498						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	19.28154						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	21.32863						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	23.21052						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	42.17988						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	43.0755						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	44.04975						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	44.52802						STATISTICAL SERVICE OF CYPRUS			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2016				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	48.67851						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	44.51261						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	196	Cyprus	19.95728						Statistical Service of Cyprus			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2017				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
