series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	quantile_code	quantile_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	14.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	15.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2010				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	14.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2011				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	15.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	16.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2013				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	15.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2014				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	16.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	16.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	100	Bulgaria	15.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2017				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	104	Myanmar	9.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2015				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	104	Myanmar	7.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2017				4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	108	Burundi	10.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1992				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	108	Burundi	17.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1998				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	108	Burundi	3.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2006				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	108	Burundi	11.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2013				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	3.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1993				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	10.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1995				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	11.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1998				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	12.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1999				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	11.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2000				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	10.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2001				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	10.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2002				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	9.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2003				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	8.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2004				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	9.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2005				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	9.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2006				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	9.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2007				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	9.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2008				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	8.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2009				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	8.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2010				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	8.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2011				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	7.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2012				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	7.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2013				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	7.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2014				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	6.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2015				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	6.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2016				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	5.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2017				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	112	Belarus	5.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	12	Algeria	14.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1988				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	12	Algeria	14.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1995				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	12	Algeria	6.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2011				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	120	Cameroon	11.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1996				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	120	Cameroon	13.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2001				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	120	Cameroon	16.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2007				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	120	Cameroon	22.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	16.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1971				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	13.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1975				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	12.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1981				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	11.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1987				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	11.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1991				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	12.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1994				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	13.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1997				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	13.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1998				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	13.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2000				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	14.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2004				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	12.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2007				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	13.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2010				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	124	Canada	15.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2013				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	132	Cabo Verde	19.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2001				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	132	Cabo Verde	17.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2007				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	132	Cabo Verde	16.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2015				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	140	Central African Republic	29.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1992				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	140	Central African Republic	19.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2003				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	140	Central African Republic	22.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2008				5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	144	Sri Lanka	9.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1985				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	144	Sri Lanka	6.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1990				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	144	Sri Lanka	7.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	1995				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	144	Sri Lanka	10.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2002				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
SI_POV_50MI	Proportion of people living below 50 percent of median income (%)	144	Sri Lanka	10.0						World Bank		Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)	G	Global monitoring data	PT	Percentage	G	Global	B50	Bottom 50%	2006				4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1
