series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	location_code	location_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	All areas	2017	98.86085					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	13	Central America	4	419	Latin America and the Caribbean	Region						_T	All areas	2017	46.80339					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	13	Central America	4	419	Latin America and the Caribbean	Region						R	Rural	2017	41.58822					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	135	Caucasus and Central Asia	1			Group						R	Rural	2017	55.395					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	135	Caucasus and Central Asia	1			Group						_T	All areas	2017	73.4385					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	135	Caucasus and Central Asia	1			Group						U	Urban	2017	91.55078					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						U	Urban	2017	53.19178					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						R	Rural	2017	8.94116					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region						_T	All areas	2017	21.10736					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	142	Asia	2	1	World	Region						R	Rural	2017	59.79947					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	142	Asia	2	1	World	Region						_T	All areas	2017	72.59782					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	142	Asia	2	1	World	Region						U	Urban	2017	85.79425					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	143	Central Asia	3	142	Asia	Region						R	Rural	2017	52.93673					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	143	Central Asia	3	142	Asia	Region						_T	All areas	2017	70.97711					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	143	Central Asia	3	142	Asia	Region						U	Urban	2017	90.40791					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	U	Urban	2017	90.84818					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	145	Western Asia	3	142	Asia	Region						_T	All areas	2017	75.75499					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	150	Europe	2	1	World	Region						_T	All areas	2017	93.4155					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	151	Eastern Europe	3	150	Europe	Region						_T	All areas	2017	84.95362					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	All areas	2017	98.63917					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	U	Urban	2017	98.61055					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	154	Northern Europe	3	150	Europe	Region						_T	All areas	2017	99.32042					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	155	Western Europe	3	150	Europe	Region						_T	All areas	2017	99.00251					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	U	Urban	2017	92.32618					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1	_T	All areas	2017	12.57508					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	U	Urban	2017	81.29759					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	R	Rural	2017	40.05712					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	All areas	2017	73.23343					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	175	Mayotte	5	14	Eastern Africa	Country	45.14015057	-12.82217691	MYT	0	1	_T	All areas	2017	83.71551					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	_T	All areas	2017	45.35481					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	U	Urban	2017	58.6264					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	R	Rural	2017	19.05814					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region						U	Urban	2017	81.87274					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	R	Rural	2017	84.38499					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	All areas	2017	93.8028					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	U	Urban	2017	96.37304					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	All areas	2017	89.95941					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	_T	All areas	2017	99.61329					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	199	Least Developed Countries (LDC)	1			Group						R	Rural	2017	26.15986					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	199	Least Developed Countries (LDC)	1			Group						_T	All areas	2017	34.74982					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	199	Least Developed Countries (LDC)	1			Group						U	Urban	2017	52.16889					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1	_T	All areas	2017	90.64					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	202	Sub-Saharan Africa	3	2	Africa	Region						_T	All areas	2017	26.92316					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	202	Sub-Saharan Africa	3	2	Africa	Region						R	Rural	2017	11.61409					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	202	Sub-Saharan Africa	3	2	Africa	Region						U	Urban	2017	50.04317					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	_T	All areas	2017	97.88131					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	_T	All areas	2017	96.73467					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	21	Northern America	3	19	Americas	Region						U	Urban	2017	99.64529					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	21	Northern America	3	19	Americas	Region						_T	All areas	2017	99.03342					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	U	Urban	2017	84.86615					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	All areas	2017	75.06801					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	R	Rural	2017	57.89632					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	U	Urban	2017	77.28191					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	U	Urban	2017	38.44538					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	R	Rural	2017	4.56333					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	_T	All areas	2017	11.44477					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	All areas	2017	93.33299					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	All areas	2017	99.63313					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	All areas	2017	97.85376					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	254	French Guiana	5	5	South America	Country	-53.23619089	3.922673437	GUF	0	1	_T	All areas	2017	90.78605					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	All areas	2017	79.99468					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	U	Urban	2017	68.26881					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	All areas	2017	99.8					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	U	Urban	2017	56.50056					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	_T	All areas	2017	36.41161					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	R	Rural	2017	11.451					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1	U	Urban	2017	100.0					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1	_T	All areas	2017	100.0					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	30	Eastern Asia	3	142	Asia	Region						U	Urban	2017	93.33447					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	All areas	2017	100.0					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1	_T	All areas	2017	96.74768					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1	_T	All areas	2017	87.11527					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	All areas	2017	73.56433					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1	_T	All areas	2017	97.39775					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1	_T	All areas	2017	99.54117					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	R	Rural	2017	46.10595					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	U	Urban	2017	65.61035					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	All areas	2017	55.99078					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_H2O_SAFE	Proportion of population using safely managed drinking water services, by urban/rural (%)	34	Southern Asia	3	142	Asia	Region						R	Rural	2017	59.86736					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
