series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	observationStatus_code	observationStatus_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	120	Cameroon	9645.92071		10228.62996	9063.21146		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	G	Global monitoring data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2016				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	120	Cameroon	2756.87813		3026.08031	2487.67595		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	G	Global monitoring data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2016				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	120	Cameroon	2830.07559		3110.82644	2549.32474		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	G	Global monitoring data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2016				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	120	Cameroon	3025.12996		3316.21255	2734.04737		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	G	Global monitoring data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2017				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	120	Cameroon	2956.80465		3249.96936	2663.63993		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	G	Global monitoring data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2017				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	120	Cameroon	10637.92956		11233.90423	10041.95489		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	G	Global monitoring data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2017				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	124	Canada	207.53912		254.78985	160.2884		National Entity	The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.	CA	Country adjusted data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2015				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	124	Canada	209.50103		257.19835	161.8037		National Entity	The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2015-2017.	CA	Country adjusted data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2016				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	51039.03576		54902.52421	47175.54732		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2015				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	13160.95908		14961.71528	11360.20288		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2015				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	18452.57602		20814.31917	16090.83286		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2015				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	16846.88799		18966.70751	14727.06847		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2016				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	13095.41718		14911.64897	11279.18539		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2016				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	48338.6776		52002.02137	44675.33383		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	E	Estimated data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2016				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	48529.2834		52338.90434	44719.66246		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	E	Estimated data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2017				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	13714.45935		15619.68296	11809.23574		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2017				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	127	Southern Asia (excluding India)	16053.8735		18029.88279	14077.86421		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2017				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	18200.06859		20133.28457	16266.85261		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2015				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	6319.33945		7484.78966	5153.88923		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2015				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	5166.65237		6201.60771	4131.69702		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2015				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	5215.28868		6174.96574	4255.61161		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2016				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	6687.23495		7728.87171	5645.59819		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2016				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	18390.65978		20094.22343	16687.09613		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2015-2017.	E	Estimated data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2016				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	18791.82693		20594.51196	16989.14189		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	E	Estimated data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2017				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	7289.17688		8373.52199	6204.83176		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	F	Female	G	Global	2017				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	13	Central America	5641.03504		6661.2935	4620.77658		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2016-2018.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2017				4	419	Latin America and the Caribbean	Region					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	132	Cabo Verde	52.28072		59.90854	44.65289		National Entity	The observation value represents the 3-year average of the period 2016-2018.	CA	Country adjusted data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2017				5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	135	Caucasus and Central Asia	566.29651		697.78595	434.80706		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	Y_GE15	15 years old and over	M	Male	G	Global	2015				1			Group					
AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	135	Caucasus and Central Asia	1873.03481		2111.74211	1634.32751		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2014-2016.	E	Estimated data	NUM_TH	Thousands	A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	G	Global	2015				1			Group					
