series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	5.2	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	5.3	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	15.9	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	5.4	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	5.7	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	5.5	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	18.3	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	5.6	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	4.8	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	4.9	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	19.4	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	17.8	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	4.7	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	4.8	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	4.7	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	4.6	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2018.0	15.3	Float						LFS - Labour force survey		['Employment definition: Excluding own-use production workers | Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	PD	G
