series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2015.0	17.36	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.49	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.24	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.5	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.62	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	18.85	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.56	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.73	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	19.85	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2016.0	17.63	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.91	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.9	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.7	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	14	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.48	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	8.11	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.88	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.7	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	51	Armenia	2017.0	17.92	Float						LFS - Household Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old']	C	PERCENT	MALE	G	PWD
