goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	66.75513	59.37739	64.35341	64.97557	66.13347	68.73693	71.14833	75.90948	67.81713	60.75991	63.83599	64.1035	66.40183	66.31114	65.72946	67.96629	69.53662	69.42318	67.74366		67.74366				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	PT	Percentage	G	Global						54.94942	59.338	69.4899	63.50528	50.49646	43.29854	50.0828	44.81022	46.64831	47.46574	49.15999	54.22573	58.02433			58.02433				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	68.3687	66.58093	62.29671	60.36624	60.85299	65.20294	67.36706	68.58403	68.86548	68.70073	65.01861	68.4956	74.15326	67.77134	66.2711	67.58912	68.2519	65.8883	68.04242		68.04242				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			A	Normal value	[2004, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]	2004	2018	11	PT	Percentage	G	Global					57.29234				55.04276	40.69018	37.08323	46.17229	53.95956		24.40014	52.93924	45.8128	57.8135	52.39756		52.39756				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	142	Asia	2	1	World	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	55.98846	54.60557	52.44678	53.52788	57.48457	57.91706	60.98743	64.12277	59.62914	53.3702	59.27127	64.46759	63.74421	66.43891	64.36552	59.50758	59.8699	62.826	72.20219		72.20219				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	143	Central Asia	3	142	Asia	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	75.91027	77.68347	95.0995	69.77088	67.04446	85.7506	85.98373	71.78263	76.81363	74.00016	75.20039	83.7354	74.68	84.30745	76.73575	68.58886	66.17085	63.83592	75.02115		75.02115				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	56.64172	55.45874	57.23244	56.59946	59.4772	57.73324	60.40662	61.43928	59.98998	53.49866	58.4973	59.35267	59.39543	60.61459	59.50562	59.20692	62.70058	65.08788	63.3658		63.3658				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	145	Western Asia	3	142	Asia	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	46.08135	40.60096	36.3392	40.82767	46.6382	45.3031	47.18455	48.31496	45.07957	40.93137	39.91632	43.37819	46.47382	45.99305	48.06162	48.14726	50.75632	56.90004	67.10571		67.10571				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	15	Northern Africa	3	2	Africa	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	84.64455	74.86602	65.68275	64.2692	64.78224	72.13643	79.70638	74.67598	78.42091	61.03274	61.82009	64.44786	54.57708	55.77575	55.06806	63.56591	69.71644	73.21887	73.22719		73.22719				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	150	Europe	2	1	World	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	59.99755	58.70313	56.90226	58.56052	59.39776	60.26653	61.42155	61.5233	58.05337	51.27282	52.09059	54.21694	54.73953	54.86188	55.90439	56.64208	59.38203	59.82917	60.43755		60.43755				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	151	Eastern Europe	3	150	Europe	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	51.60628	51.21336	49.56144	54.01677	55.16555	57.08539	57.32567	56.63852	55.64604	47.15328	48.64673	51.68889	52.01457	51.46204	50.55153	52.06585	54.43964	55.07657	55.40862		55.40862				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	74.68738	74.502	75.05817	77.03872	84.84163	95.44056	110.19587	110.91582	92.79469	64.12612	79.98792	88.71633	88.34056	81.71646	77.92164	76.21751	74.94549	74.9707	78.11039		78.11039				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	154	Northern Europe	3	150	Europe	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	73.54829	70.68682	68.48728	68.53904	70.52531	71.55362	73.10249	72.21923	64.85925	56.41844	56.21856	59.45204	60.95342	61.96188	63.3923	63.57231	67.67546	66.03601	65.81662		65.81662				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	155	Western Europe	3	150	Europe	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	58.79314	58.13501	55.75408	54.24903	54.28099	55.40865	57.25972	59.06292	57.95562	52.49354	52.85135	54.25328	54.32036	54.87082	55.54859	56.7435	57.25691	58.83658	59.91795		59.91795				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	57.22349	58.74855	72.21652	73.80757	74.05907	60.88597	71.65092	53.46374	72.39439	66.74312	68.80247	73.50381	70.48887	68.67265	67.56637	62.31596	61.09242	62.46194			62.46194				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	71.41767	50.84933	38.27622	33.54058	48.17561	37.55357	46.67518	42.12637	48.24952	38.74558	37.42438	36.72956	43.43087	48.53147	45.36199	50.63831	48.63463	47.27679	60.47856		60.47856				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	54.57264	52.72838	44.91845	46.00891	37.66364	62.402	47.3068	52.49776	50.01557	46.27095	47.6842	57.53604	64.42532	50.74567	58.952	62.80528	55.5786	59.57458	61.37947		61.37947				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	75.44808	74.46342	72.17846	71.59323	81.52782	81.00774	93.20853	87.21533	78.18744	68.21263	61.11249	64.27316	81.67684	70.98466	76.38243	70.67275	66.19742	72.24051	74.53377		74.53377				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016]	2000	2016	16	PT	Percentage	G	Global	34.51459	41.26064	45.58842	32.00242	38.58329	28.60779	36.25771	38.29874	46.69031	38.50238	45.55533		48.51737	49.48625	53.62819	56.48877	55.39051				55.39051				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	54.27405	55.32961	50.84973	55.60288	56.76305	57.91894	63.06729	68.50001	60.72043	49.87006	48.3709	50.0211	48.6438	48.60624	47.17817	46.04673	47.23949	45.96346	48.33997		48.33997				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170102	17.1.2	Proportion of domestic budget funded by domestic taxes	2020.Q1.G.02	['means of implementation', 'public finance', 'tax revenues']	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	19	Americas	2	1	World	Region								A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	66.62105	63.85456	64.43313	67.2246	68.93158	71.85158	72.91855	74.49467	70.56562	62.30185	65.21409	68.03513	67.76872	65.42096	66.37704	67.50702	68.7473	67.17831	66.02072		66.02072				IMF		_X: Data nature not available
