goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	296.0	419.0	554.0	659.0	694.0	694.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	453.0	625.0	787.0	909.0	956.0	956.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	4282.0	4335.0	3621.0	2496.0	2488.0	2488.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	3573.0	3591.0	2997.0	2076.0	2070.0	2070.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	709.0	744.0	624.0	420.0	418.0	418.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	224.0	247.0	238.0	234.0	233.0	233.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	453.0	534.0	541.0	591.0	603.0	603.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	677.0	781.0	779.0	826.0	836.0	836.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	388.0	366.0	323.0	332.0	339.0	339.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	889.0	888.0	885.0	958.0	960.0	960.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	1277.0	1254.0	1208.0	1290.0	1299.0	1299.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	678.0	640.0	694.0	838.0	864.0	864.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	1361.0	1426.0	1637.0	1975.0	2003.0	2003.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	2038.0	2067.0	2331.0	2813.0	2867.0	2867.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	1001.0	1128.0	1224.0	1259.0	1274.0	1274.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	2987.0	3125.0	3225.0	3244.0	3252.0	3252.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	3989.0	4253.0	4449.0	4503.0	4525.0	4525.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	13.0	15.0	17.0	16.0	16.0	16.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	28.0	33.0	39.0	43.0	44.0	44.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	41.0	48.0	56.0	59.0	61.0	61.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	135	Caucasus and Central Asia	1			Group								F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	1681.0	1768.0	1874.0	1930.0	1878.0	1878.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	135	Caucasus and Central Asia	1			Group								M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	7117.0	7827.0	7124.0	6652.0	6347.0	6347.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	135	Caucasus and Central Asia	1			Group								_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	8798.0	9594.0	8998.0	8582.0	8225.0	8225.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	92.0	100.0	115.0	100.0	94.0	94.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	238.0	264.0	306.0	267.0	260.0	260.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	330.0	365.0	421.0	367.0	354.0	354.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	143	Central Asia	3	142	Asia	Region								F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	1563.0	1637.0	1732.0	1776.0	1727.0	1727.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	Suicide mortality rate	2020.Q1.G.02	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	143	Central Asia	3	142	Asia	Region								M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	NUMBER	Number	G	Global	6670.0	7330.0	6526.0	6023.0	5730.0	5730.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
