goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	151	Eastern Europe	3	150	Europe	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006]	1995	2006	12	CU_USD_M	Millions of current United States dollars	G	Global	107.04055	93.24403	84.45836	94.35079	131.08343	90.78053	71.94634	117.33748	171.19317	99.94624	3.4785	3.6785													3.6785			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	154	Northern Europe	3	150	Europe	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	83.30537	78.35093	102.31429	77.2157	128.46236	44.67247	32.20764	32.74139	45.12574	54.85969	51.37757	53.3264	40.85869	36.47163	39.56533	45.39915	40.37749	39.77654	44.91915	30.72041	16.35665	19.82143	15.63104	15.40637	15.40637			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	155	Western Europe	3	150	Europe	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	4222.54959	4813.86822	4156.74795	5049.54007	6270.93835	2734.2599	2434.17172	3084.59057	3495.58111	3416.71247	2501.91543	1943.20723	1248.763	756.54077	633.75026	303.78703	272.99819	144.43149	75.64651	76.50437	99.44283	96.07524	96.06683		96.06683			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	14.7862	18.95669	22.80018	20.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1995	2016	22	CU_USD_M	Millions of current United States dollars	G	Global	40.07722	41.64748	18.15245	3.38581	4.8904	3.16973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	19	Americas	2	1	World	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	81.07996	164.74835	191.61269	190.30583	97.63303	48.96328	74.03924	51.21773	74.66916	75.25998	97.71942	110.15517	104.95522	115.58086	94.77374	101.29142	100.24603	101.22958	81.71711	73.40868	63.42768	42.0083	30.28259	17.6	17.6			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004]	1995	2004	10	CU_USD_M	Millions of current United States dollars	G	Global	3.4216	3.04089	1.87781	3.45869	3.20436	2.59042	3.6899	4.18171	2.69092	0.96265															0.96265			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	2	Africa	2	1	World	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	40.66342	43.49665	24.29373	9.96278	10.92686	9.48285	3.81335	3.27831	9.63508	7.27789	10.12631	8.49858	15.74797	13.28553	9.95502	7.65323	16.46374	12.72068	7.97509	18.24534	8.27529	16.3371	15.25336		15.25336			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	202	Sub-Saharan Africa	3	2	Africa	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	40.07722	41.64748	18.15245	3.38581	4.8904	3.16973	0.0	0.0	0.0	0.0	0.0	0.0	0.09963	0.0	0.0	0.0	0.0	0.0	0.32573	0.48985	1.14101	0.70339	0.29237		0.29237			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004]	1995	2004	10	CU_USD_M	Millions of current United States dollars	G	Global	40.08942	39.24492	40.19128	41.77358	34.55643	24.34012	32.09464	74.41693	99.12652	51.23007															51.23007			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	21	Northern America	3	19	Americas	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	63.05794	125.72713	112.22719	146.70793	80.16355	15.31151	54.61527	31.52599	64.29754	72.15497	83.41728	88.25391	83.65522	103.26086	81.31374	85.62142	89.21603	100.50958	81.71711	73.40868	63.42768	42.0083	7.68259		7.68259			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	29	Caribbean	4	419	Latin America and the Caribbean	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2015, 2016]	1995	2016	14	CU_USD_M	Millions of current United States dollars	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.00536	0.00501	0.00214	0.00126									0.0	0.0			0.0			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	30	Eastern Asia	3	142	Asia	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	1.42621	2.98339	3.25874	2.56879	12.61759	16.88834	20.13951	21.26149	20.64427	22.35185	28.21944	30.47789	31.20772	29.67206	31.12152	34.0726	32.0042	32.81044	28.35997	30.00114	29.10287	31.64344	35.03123		35.03123			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	34	Southern Asia	3	142	Asia	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	2.0705	3.8	6.35018	5.4	5.1	1.5	1.44	0.961	9.52	18.789	30.61	10.77	32.3	64.01	101.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
