goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	35	South-Eastern Asia	3	142	Asia	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	36.4	45.5	45.5	45.5	45.5				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	419	Latin America and the Caribbean	3	19	Americas	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	70.6	72.5	74.5	80.4	80.4				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	432	Landlocked developing countries (LLDCs)	1			Group								[2017, 2018]	2017	2018	2	PT	Percentage	G	Global			31.3	31.3	31.3				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	513	Europe and Northern America	2	1	World	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	96.4	98.2	94.6	96.4	96.4				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	53	Australia and New Zealand	3	9	Oceania	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	50.0	50.0	50.0	50.0	50.0				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	47.8	47.8	47.8	47.8	47.8				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	62	Central and Southern Asia	2	1	World	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	50.0	57.1	64.3	64.3	64.3				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	722	Small island developing States (SIDS)	1			Group								[2017, 2018]	2017	2018	2	PT	Percentage	G	Global			73.1	73.1	73.1				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	747	Northern Africa and Western Asia	2	1	World	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	60.0	64.0	64.0	64.0	64.0				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	753	Eastern and South-Eastern Asia	2	1	World	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	50.0	55.6	55.6	55.6	55.6				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.19	By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries	C171902	17.19.2	Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration	2020.Q1.G.02	['means of implementation', 'statistical capacity', 'civil registration']	SG_REG_DETH75	Proportion of countries with death registration data that are at least 75 percent complete (%)	9	Oceania	2	1	World	Region								[2015, 2016, 2017, 2018]	2015	2018	4	PT	Percentage	G	Global	48.3	48.3	48.3	48.3	48.3				Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations		C: Country data
