goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,quantile_code,quantile_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),214,Dominican Republic,5,29,Caribbean,Country,-70.49847576,18.89832088,DOM,1,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,4.0,,,4.0,,,Estimated from individual income data. Growth rates are for the period of 2011-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),218,Ecuador,5,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,0.0,0.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),218,Ecuador,5,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,1.0,1.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,2.0,2.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,4.0,4.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),231,Ethiopia,5,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,,,B40,Bottom 40%,[2015],2015,2015,1,PT,Percentage,G,Global,0.0,,,,0.0,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),231,Ethiopia,5,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,,,_T,Total (national average) or no breakdown,[2015],2015,2015,1,PT,Percentage,G,Global,2.0,,,,2.0,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,8.0,,8.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,7.0,,7.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,1.0,,1.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,1.0,,1.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,1.0,,1.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,0.0,,0.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,1.0,1.0,,,Estimated from individual consumption data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,3.0,3.0,,,Estimated from individual consumption data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,,,B40,Bottom 40%,[2016],2016,2016,1,PT,Percentage,G,Global,,-1.0,,,-1.0,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,-1.0,,,-1.0,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,1.0,,,1.0,,,Estimated from grouped income data. Growth rates are for the period of 2011-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,,,B40,Bottom 40%,[2016],2016,2016,1,PT,Percentage,G,Global,,0.0,,,0.0,,,Estimated from grouped income data. Growth rates are for the period of 2011-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,1.0,,,1.0,,,Estimated from individual consumption data. Growth rates are for the period of 2012-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,,,B40,Bottom 40%,[2016],2016,2016,1,PT,Percentage,G,Global,,0.0,,,0.0,,,Estimated from individual consumption data. Growth rates are for the period of 2012-2016.,World Bank,,G: Global monitoring data
