series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	activity_code	activity_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISIC4_BTU	Non-agriculture	2018	78.94812					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISIC4_A	Agriculture, forestry and fishing	2018	80.07208					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	_T	No breakdown	2018	74.97346					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISIC4_BTU	Non-agriculture	2018	78.28975					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISIC4_A	Agriculture, forestry and fishing	2018	71.92577					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	_T	No breakdown	2018	85.52807					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISIC4_BTU	Non-agriculture	2018	79.68647					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISIC4_A	Agriculture, forestry and fishing	2018	93.30254					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	_T	No breakdown	2014	98.30513					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISIC4_BTU	Non-agriculture	2014	89.44254					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISIC4_A	Agriculture, forestry and fishing	2014	99.73254					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	_T	No breakdown	2014	97.39445					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISIC4_BTU	Non-agriculture	2014	90.16798					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISIC4_A	Agriculture, forestry and fishing	2014	99.54282					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	_T	No breakdown	2014	99.05392					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISIC4_BTU	Non-agriculture	2014	87.31832					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISIC4_A	Agriculture, forestry and fishing	2014	99.86104					HIES - Living standards survey	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Both sexes	_T	No breakdown	2012	93.57436					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Both sexes	ISIC4_BTU	Non-agriculture	2012	90.56383					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Both sexes	ISIC4_A	Agriculture, forestry and fishing	2012	99.61906					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M	Male	_T	No breakdown	2012	91.3839					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M	Male	ISIC4_BTU	Non-agriculture	2012	87.27084					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M	Male	ISIC4_A	Agriculture, forestry and fishing	2012	99.45939					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			F	Female	_T	No breakdown	2012	96.02126					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			F	Female	ISIC4_BTU	Non-agriculture	2012	94.18459					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			F	Female	ISIC4_A	Agriculture, forestry and fishing	2012	99.80319					LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	_T	No breakdown	2014	90.2314					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	ISIC4_BTU	Non-agriculture	2014	82.39419					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	ISIC4_A	Agriculture, forestry and fishing	2014	98.87681					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	_T	No breakdown	2014	86.58821					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	ISIC4_BTU	Non-agriculture	2014	78.06829					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	ISIC4_A	Agriculture, forestry and fishing	2014	98.19669					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	_T	No breakdown	2014	94.08532					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	ISIC4_BTU	Non-agriculture	2014	88.01786					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	ISIC4_A	Agriculture, forestry and fishing	2014	99.45064					HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	ISIC4_BTU	Non-agriculture	2015	55.92152					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	ISIC4_A	Agriculture, forestry and fishing	2015	95.30074					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	_T	No breakdown	2015	63.89766					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	ISIC4_BTU	Non-agriculture	2015	59.58771					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	ISIC4_A	Agriculture, forestry and fishing	2015	97.1576					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	ISIC4_A	Agriculture, forestry and fishing	2015	95.96201					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	ISIC4_BTU	Non-agriculture	2015	57.80524					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	_T	No breakdown	2015	63.81927					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	_T	No breakdown	2015	63.74417					LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								M	Male	_T	No breakdown	2016	57.0292					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								F	Female	_T	No breakdown	2016	51.4645					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								_T	Both sexes	ISIC4_A	Agriculture, forestry and fishing	2016	86.5134					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								M	Male	ISIC4_A	Agriculture, forestry and fishing	2016	82.7456					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								F	Female	ISIC4_A	Agriculture, forestry and fishing	2016	90.3796					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								_T	Both sexes	ISIC4_BTU	Non-agriculture	2016	45.0781					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								M	Male	ISIC4_BTU	Non-agriculture	2016	50.0273					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								F	Female	ISIC4_BTU	Non-agriculture	2016	37.4912					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	143	Central Asia	3	142	Asia	Region								_T	Both sexes	_T	No breakdown	2016	54.5737					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Both sexes	_T	No breakdown	2016	74.02095					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Both sexes	ISIC4_BTU	Non-agriculture	2016	65.92574					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Both sexes	ISIC4_A	Agriculture, forestry and fishing	2016	95.79662					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			M	Male	_T	No breakdown	2016	75.59633					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			M	Male	ISIC4_BTU	Non-agriculture	2016	68.65252					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			M	Male	ISIC4_A	Agriculture, forestry and fishing	2016	96.10523					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			F	Female	_T	No breakdown	2016	71.12105					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			F	Female	ISIC4_BTU	Non-agriculture	2016	60.53608					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			F	Female	ISIC4_A	Agriculture, forestry and fishing	2016	95.32437					LFS - Sri Lanka Labour Force Survey	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								F	Female	ISIC4_BTU	Non-agriculture	2016	30.8825					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								F	Female	_T	No breakdown	2016	47.7346					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								M	Male	ISIC4_BTU	Non-agriculture	2016	41.2882					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								M	Male	ISIC4_A	Agriculture, forestry and fishing	2016	84.0087					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								F	Female	ISIC4_A	Agriculture, forestry and fishing	2016	97.0388					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								_T	Both sexes	_T	No breakdown	2016	47.7028					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								_T	Both sexes	ISIC4_BTU	Non-agriculture	2016	38.672					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	145	Western Asia	3	142	Asia	Region								M	Male	_T	No breakdown	2016	47.9021					ILO estimates based on processing of country microdata sets		E	Estimated data	PT	Percentage	G	Global			
