series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	educationLevel_code	educationLevel_desc	quantile_code	quantile_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q2	Quantile 2	2016	2.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q1	Quantile 1 (poorest)	2016	1.20561					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	Q2	Quantile 2	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q3	Quantile 3	2016	0.6215					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q5	Quantile 5 (richest)	2016	0.77245					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q2	Quantile 2	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q2	Quantile 2	2016	1.06182					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2016	0.27899					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q4	Quantile 4	2016	0.96884					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q4	Quantile 4	2016	0.99433					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q2	Quantile 2	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q5	Quantile 5 (richest)	2016	0.91493					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q5	Quantile 5 (richest)	2016	0.98354					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.47417					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q3	Quantile 3	2016	0.99357					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q2	Quantile 2	2016	0.63409					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q2	Quantile 2	2016	1.02273					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2016	0.33973					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q2	Quantile 2	2016	0.97678					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	2016	0.85199					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.45988					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q5	Quantile 5 (richest)	2016	0.8532					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	2016	0.64508					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	2016	0.75469					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q3	Quantile 3	2016	1.15293					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q4	Quantile 4	2016	0.72116					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q3	Quantile 3	2016	0.8515					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q4	Quantile 4	2016	1.02515					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q3	Quantile 3	2016	0.71872					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q4	Quantile 4	2016	0.74808					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q4	Quantile 4	2016	0.7695					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q3	Quantile 3	2016	1.09219					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q3	Quantile 3	2016	1.02281					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2017	0.23278					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_1	Primary	Q2	Quantile 2	2017	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_1	Primary	Q2	Quantile 2	2017	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	2017	0.68233					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_1	Primary	Q3	Quantile 3	2017	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2017	0.12924					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_2	Lower secondary	Q3	Quantile 3	2017	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2017	0.49079					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2017	0.35639					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_1	Primary	Q5	Quantile 5 (richest)	2017	0.73232					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	2017	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_1	Primary	Q5	Quantile 5 (richest)	2017	0.82733					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2017	0.67897					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	2017	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	2017	0.78983					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_2	Lower secondary	Q5	Quantile 5 (richest)	2017	0.92199					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11_2	Lower secondary	Q4	Quantile 4	2017	0.95113					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_2	Lower secondary	Q3	Quantile 3	2017	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11_2	Lower secondary	Q4	Quantile 4	2017	1.69632					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
