series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			A	Normal value	2009	3.64937					IMF data. UNSD national account estimates	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			A	Normal value	2017	0.98271					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			I	Imputed value (CCSA definition)	2018	0.98271					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	13	Central America	4	419	Latin America and the Caribbean	Region								A	Normal value	2017	1.71915					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	13	Central America	4	419	Latin America and the Caribbean	Region								E	Estimated value	2018	1.77639					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			A	Normal value	2017	2.35023					Official country publications. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			I	Imputed value (CCSA definition)	2018	2.35023					Official country publications. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	135	Caucasus and Central Asia	1			Group								A	Normal value	2017	2.71751					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	135	Caucasus and Central Asia	1			Group								E	Estimated value	2018	2.66248					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	2017	4.52856					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								E	Estimated value	2018	4.50363					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			A	Normal value	2010	1.76354					IMF data. UNSD national account estimates	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	143	Central Asia	3	142	Asia	Region								A	Normal value	2017	2.83842					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	143	Central Asia	3	142	Asia	Region								E	Estimated value	2018	2.83842					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			A	Normal value	2018	4.50682					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	145	Western Asia	3	142	Asia	Region								A	Normal value	2017	2.31193					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	145	Western Asia	3	142	Asia	Region								E	Estimated value	2018	2.17876					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	15	Northern Africa	3	2	Africa	Region								A	Normal value	2017	1.38153					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	15	Northern Africa	3	2	Africa	Region								E	Estimated value	2018	1.46593					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	150	Europe	2	1	World	Region								A	Normal value	2017	0.86888					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	150	Europe	2	1	World	Region								E	Estimated value	2018	0.80608					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	151	Eastern Europe	3	150	Europe	Region								A	Normal value	2017	1.98968					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	151	Eastern Europe	3	150	Europe	Region								E	Estimated value	2018	1.97421					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			A	Normal value	2018	1.48225					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	154	Northern Europe	3	150	Europe	Region								A	Normal value	2017	0.60171					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	154	Northern Europe	3	150	Europe	Region								E	Estimated value	2018	0.6445					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	155	Western Europe	3	150	Europe	Region								A	Normal value	2017	0.91367					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	155	Western Europe	3	150	Europe	Region								E	Estimated value	2018	1.05301					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			A	Normal value	2017	2.37377					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			I	Imputed value (CCSA definition)	2018	2.37377					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	2017	2.19756					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								E	Estimated value	2018	0.64073					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			A	Normal value	2012	2.19939					IMF data. UNSD national account estimates	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	2017	1.59069					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								E	Estimated value	2018	1.66163					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			A	Normal value	2018	1.89341					Official country publications. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			A	Normal value	2013	3.03198					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			A	Normal value	2018	1.55366					Combined IMF and FAO Questionaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			A	Normal value	2017	4.53128					FAO Questionnaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			I	Imputed value (CCSA definition)	2018	4.53128					FAO Questionnaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			A	Normal value	2017	1.8593					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			I	Imputed value (CCSA definition)	2018	1.8593					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	199	Least Developed Countries (LDC)	1			Group								A	Normal value	2017	4.53376					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	199	Least Developed Countries (LDC)	1			Group								E	Estimated value	2018	3.7395					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	202	Sub-Saharan Africa	3	2	Africa	Region								A	Normal value	2017	2.65481					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	202	Sub-Saharan Africa	3	2	Africa	Region								E	Estimated value	2018	2.36					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			A	Normal value	2017	3.45205					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			A	Normal value	2010	1.61246					Combined IMF and FAO Questionaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			A	Normal value	2018	0.42923					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	21	Northern America	3	19	Americas	Region								A	Normal value	2017	0.98271					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	21	Northern America	3	19	Americas	Region								E	Estimated value	2018	0.98271					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			A	Normal value	2018	1.49432					FAO Questionnaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			A	Normal value	2015	2.54344					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			A	Normal value	2018	1.39173					Combined IMF and FAO Questionaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			A	Normal value	2009	0.80144					IMF data. UNSD national account estimates	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			A	Normal value	2017	8.81415					IMF data. UNSD national account estimates	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			I	Imputed value (CCSA definition)	2018	8.81415					IMF data. UNSD national account estimates	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			A	Normal value	2017	1.5777					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			I	Imputed value (CCSA definition)	2018	1.5777					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			A	Normal value	2018	0.43096					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			A	Normal value	2017	4.39805					FAO Questionnaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			I	Imputed value (CCSA definition)	2018	4.39805					FAO Questionnaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			A	Normal value	2017	3.53359					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			I	Imputed value (CCSA definition)	2018	3.53359					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			A	Normal value	2017	0.78304					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			I	Imputed value (CCSA definition)	2018	0.78304					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			A	Normal value	2018	1.73042					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			A	Normal value	2017	0.7974					Combined IMF and FAO Questionaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			I	Imputed value (CCSA definition)	2018	0.7974					Combined IMF and FAO Questionaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			A	Normal value	2018	0.7946					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			A	Normal value	2002	1.01739					Combined IMF and FAO Questionaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								A	Normal value	2017	1.55185					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								E	Estimated value	2018	1.45529					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	30	Eastern Asia	3	142	Asia	Region								A	Normal value	2017	1.91989					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	30	Eastern Asia	3	142	Asia	Region								E	Estimated value	2018	1.91989					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			A	Normal value	2017	0.64133					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			I	Imputed value (CCSA definition)	2018	0.64133					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			A	Normal value	2018	1.61475					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			A	Normal value	2017	2.61734					IMF data. UNSD national account estimates	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			I	Imputed value (CCSA definition)	2018	2.61734					IMF data. UNSD national account estimates	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			A	Normal value	2018	0.4058					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			A	Normal value	2017	2.15447					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			I	Imputed value (CCSA definition)	2018	2.15447					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			A	Normal value	2018	9.69999					FAO Questionnaire. UNSD national account estimates.	Budgetary Central Government	C	Country data	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	34	Southern Asia	3	142	Asia	Region								A	Normal value	2017	5.8517					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	34	Southern Asia	3	142	Asia	Region								E	Estimated value	2018	5.7688					Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.	Combined Budgetary and Central Government Expenditure	_X	Data nature not available	PT	Percentage	G	Global			
AG_XPD_AGSGB	Agriculture share of Government Expenditure (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			A	Normal value	2017	1.52276					FAO Questionnaire. UNSD national account estimates.	Central Government	C	Country data	PT	Percentage	G	Global			
