series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	value_detail	lowerBound_detail	upperBound_detail
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	61	Polynesia	3	9	Oceania	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	62	Central and Southern Asia	2	1	World	Region								2019	2.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	630	Puerto Rico	5	29	Caribbean	Country	-66.47591017	18.22753799	PRI	0	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	722	Small island developing States (SIDS)	1			Group								2019	2.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	747	Northern Africa and Western Asia	2	1	World	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	776	Tonga	4	61	Polynesia	Country	-175.1959991	-21.19511329	TON	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	9	Oceania	2	1	World	Region								2019	2.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
