series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	cities_code	cities_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			C05	Magallanes, Punta Arenas	2001	79.51					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			C04	Los Lagos, Puerto Montt	2001	82.31					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			C03	Los Lagos, Osorno	2001	77.52					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			C02	Coquimbo, Coquimbo	2001	81.71					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			C10	Canet	2009	78.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			C01	Kunming	2008	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			C03	Suzhou	2018	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			C02	Lanzhou	2018	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C10	Itagui	2001	88.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			ITAGUI	Itagui	2001	88.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C09	Dosquebradas	2001	84.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C08	Cucuta	2001	86.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			CUCUTA	Cucuta	2001	86.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C13	Pereira	2001	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C12	Neiva	2001	84.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C03	Bucaramanga	2001	67.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C02	Bogota	2001	78.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			BOGOTA	Bogota	2001	78.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C01	Bello	2001	97.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C04	Buenaventura	2001	86.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C05	Buga	2001	74.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C06	Cali	2001	77.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C07	Cartagena	2001	74.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			C11	Medellin	2015	80.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			MEDELLIN	Medellin	2015	80.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			C01	San Jose	2002	73.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			C01	Zagreb	2006	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			C03	Ciego de avila	2004	78.3					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			CIEGODEAVILA	Ciego de Avila	2004	78.3					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			C02	Camaguey	2004	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			CAMAGUEY	Camaguey	2004	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			C01	Bayamo	2012	75.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			C04	Havana	2012	76.42					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	20	Andorra	4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1			_T	All areas or breakdown by cities not available	2012	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	N	Non-relevant	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	202	Sub-Saharan Africa	3	2	Africa	Region								_T	All areas or breakdown by cities not available	2017	43.4					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	_X	Data nature not available	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			C01	Prague	2015	99.15					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			C02	Parakou 	2007	10.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			C01	Cotonou	2011	36.7					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			C01	Copenhagen	2015	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			C01	Santa Domingo	2007	89.00084					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			C02	Santo Domingo de los Colorados	2006	62.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			C01	Quito	2012	76.12					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C01	La Libertad - Nueva San Salvador	2001	53.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C02	San Miguel, San Miguel	2001	82.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C08	Santa Ana, Santa Ana	2001	83.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C07	San Salvador - Soyapango	2001	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C06	San Salvador, San Salvador	2001	81.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C05	San Salvador - Mejicanos	2001	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C04	San Salvador - Ilopango,	2001	50.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			C03	San Salvador - Apopa	2001	73.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			C01	Addis	2010	38.5					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			C01	Windhoek	2011	23.1					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			C01	Helsinki	2015	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			C01	Paris	2015	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			C03	Tbilisi	2007	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			C02	Kutaisi	2007	62.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global			
