series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfSpeed_code	typeOfSpeed_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			IS_GE10M	10 mbps and over	2018	2616978.0					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	29361.0					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			_T	Any speed	2018	407382000.0					MIIT		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	5915000.0					MIIT	4Mbit/s to 8Mbit/s 	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	329000.0					MIIT	512kbit/s to 4Mbit/s 	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			IS_GE10M	10 mbps and over	2018	401138000.0					MIIT	equal to or above 8Mbit/s 	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								_T	Any speed	2018	5725022.0					National Communications Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								IS_GE10M	10 mbps and over	2018	4679793.0					National Communications Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								IS_2MT10M	Between 2 mbps and 10 mbps	2018	873425.0					National Communications Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								IS_256KT2M	Between 256 kbps and 2 mbps	2018	171804.0					National Communications Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	Any speed	2018	6678543.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	129290.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	2980411.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			IS_GE10M	10 mbps and over	2018	3568842.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			_T	Any speed	2018	1531.0					ANRTIC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	362.0					ANRTIC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	1139.0					ANRTIC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			IS_GE10M	10 mbps and over	2018	30.0					ANRTIC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			_T	Any speed	2014	500.0					ITU estimate.		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			IS_GE10M	10 mbps and over	2011	0.0					Agence de RĂŠgulation des Postes et des Communications Electroniques		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			_T	Any speed	2018	4620.0					AutoritĂŠ de RĂŠgulation de la Poste et des TĂŠlĂŠcommunications		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			_T	Any speed	2013	2700.0					Telecom Cook Islands Ltd.		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	Any speed	2018	834784.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	197315.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	440366.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			IS_GE10M	10 mbps and over	2018	197103.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			_T	Any speed	2018	1127591.0					HAKOM		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	285090.0					HAKOM		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	18097.0					HAKOM		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			IS_GE10M	10 mbps and over	2018	824404.0					HAKOM		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			_T	Any speed	2018	98838.0					Ministerio de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	88446.0					Ministerio de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			IS_GE10M	10 mbps and over	2018	1100.0					Ministerio de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	9292.0					Ministerio de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
