series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	substanceUseDisorders_code	substanceUseDisorders_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			SUD_OPIOIDS	Opioids	2016	20.272					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	2016	58.32676					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			SUD_OPIOIDS	Opioids	2017	85.71429					European Monitoring Centre for Drugs and Drug Addiction/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			SUD_OPIOIDS	Opioids	2016	23.39725					Annual Report Questionnaire/Government	 Germany-figures for the number of people in treatment for opioid use may be underreported. The same applies to the 2016 figure of DUD in the Opioids group. The indicator is to be reviewed in future submissions.	_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			SUD_COCAINE	Cocaine	2016	20.81852					Annual Report Questionnaire/Government	 Germany-figures for the number of people in treatment for opioid use may be underreported. The same applies to the 2016 figure of DUD in the Opioids group. The indicator is to be reviewed in future submissions.	_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	Total	2016	22.13835					Annual Report Questionnaire/Government	 Germany-figures for the number of people in treatment for opioid use may be underreported. The same applies to the 2016 figure of DUD in the Opioids group. The indicator is to be reviewed in future submissions.	_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	2016	20.68714					Annual Report Questionnaire/Government	 Germany-figures for the number of people in treatment for opioid use may be underreported. The same applies to the 2016 figure of DUD in the Opioids group. The indicator is to be reviewed in future submissions.	_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			SUD_OPIOIDS	Opioids	2017	75.93694					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			SUD_OPIOIDS	Opioids	2017	0.01072					Annual Report Questionnaire/Government	 India-data for the numerator (treatment) refers to geographically limited coverage and data for DUD (denominator) refers to the year 2018.	_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			SUD_COCAINE	Cocaine	2017	28.19695					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			SUD_OPIOIDS	Opioids	2017	39.19838					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			SUD_OPIOIDS	Opioids	2015	1.1508					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			SUD_OPIOIDS	Opioids	2017	4.91233					Annual Report Questionnaire/European Monitoring Centre for Drugs and Drug Addiction		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			_T	Total	2017	4.1					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	2017	6.66965					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			SUD_OPIOIDS	Opioids	2017	5.61972					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	44	Bahamas	5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1			_T	Total	2017	68.42105					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	2016	2.57196					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			SUD_OPIOIDS	Opioids	2016	52.7389					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			SUD_OPIOIDS	Opioids	2015	70.58824					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	2016	25.21849					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			SUD_OPIOIDS	Opioids	2016	28.97262					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1			SUD_OPIOIDS	Opioids	2017	80.02513					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			_T	Total	2016	15.01716					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			_T	Total	2017	0.27048					UNODC, 2018. Drug use in Nigeria.		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1			SUD_COCAINE	Cocaine	2017	3.81812					Annual Report Questionnaire/Government	 Portugal- DUD figures for 2016 and 2017 represent the most recent estimation, from 2015 (opioid use and cocaine use in the previous 12 months).	_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1			SUD_OPIOIDS	Opioids	2017	59.20997					Annual Report Questionnaire/Government	 Portugal- DUD figures for 2016 and 2017 represent the most recent estimation, from 2015 (opioid use and cocaine use in the previous 12 months).	_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			SUD_OPIOIDS	Opioids	2017	8.89688					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1			SUD_OPIOIDS	Opioids	2017	29.31393					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1			SUD_OPIOIDS	Opioids	2017	25.87728					European Monitoring Centre for Drugs and Drug Addiction		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1			SUD_OPIOIDS	Opioids	2017	16.35753					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1			SUD_COCAINE	Cocaine	2017	20.58358					Annual Report Questionnaire/Government		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			SUD_OPIOIDS	Opioids	2017	6.58363					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			_T	Total	2017	17.20885					Annual Rerpot Questionnaire/National Survey on Drug Use and health 2019		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			SUD_ATS	Amphetamine-type stimulants (ATS)	2016	14.71904					Annual Rerpot Questionnaire/National Survey on Drug Use and health 2019		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			SUD_OPIOIDS	Opioids	2017	45.36768					Annual Rerpot Questionnaire/National Survey on Drug Use and health 2019		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1			SUD_OPIOIDS	Opioids	2017	30.91638					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
SH_SUD_TREAT	Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1			_T	Total	2016	21.13279					Annual Report Questionnaire		_X	Data nature not available	PT	Percentage	G	Global			
