series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	143	Central Asia	3	142	Asia	Region								Y0T4	under 5 years old	2019	502.9		921.7	267.4		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			Y0T4	under 5 years old	2016	34.25224					 Sri Lanka 2016 Demographic and Health Survey (SLDHS)	(pending reanalysis)	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	145	Western Asia	3	142	Asia	Region								Y0T4	under 5 years old	2019	2272.5		4050.5	1233.1		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			Y0T4	under 5 years old	2015	74.02243					EnquĂŞte DĂŠmographique et de SantĂŠ et Ă  Indicateurs Multiples du Tchad 2014-2015. Rockville, Maryland, USA: INSEED, MSP et ICF International, 2016 (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	15	Northern Africa	3	2	Africa	Region								Y0T4	under 5 years old	2019	3282.0		6260.1	1620.4		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			Y0T4	under 5 years old	2014	115.78519					National health service system: 2014. Santiago, Chile, 2015 (and additional analysis).	0-71 months	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			Y0T4	under 5 years old	2013	7891.27876					China Nutrition and Health Surveillance (CNHS) 2013		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			Y0T4	under 5 years old	2016	211.81099					Colombia National Survey of the Nutritional Situation 2015		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			Y0T4	under 5 years old	2012	11.82735					EnquĂŞte dĂŠmographique et de santĂŠ et Ă  indicateurs multiples aux Comores 2012. Demographic and Health Surveys and MICS. Rockville, MD 20850, USA : DGSP et ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			Y0T4	under 5 years old	2014	45.43196					EnquĂŞte par grappes Ă  indicateurs multiples (MICS5 2014-2015), Rapport final. Brazzaville, Congo : Institut National de la Statistique et UNICEF (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			Y0T4	under 5 years old	2013	593.97752					EnquĂŞte dĂŠmographique et de santĂŠ en RĂŠpublique DĂŠmocratique du Congo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPSMRM, MSP et ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			Y0T4	under 5 years old	2008	28.58393					Encuesta nacional de nutricion 2008-2009. San Jose, Costa Rica, 2011.		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	199	Least Developed Countries (LDC)	1			Group								Y0T4	under 5 years old	2019	4099.5		6644.2	2512.0		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	202	Sub-Saharan Africa	3	2	Africa	Region								Y0T4	under 5 years old	2019	6061.1		7014.8	5107.4		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			Y0T4	under 5 years old	2001	18.48091					6th nationwide anthropological survey of children and adolescents 2001, Czech Republic. Summary results. Prague, Czech Republic: National Institute of Public Health, 2006 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			Y0T4	under 5 years old	2018	34.36066					EnquĂŞte DĂŠmographique et de SantĂŠ au BĂŠnin, 2017-2018 : Indicateurs ClĂŠs. Cotonou, BĂŠnin et Rockville, Maryland, USA : INSAE et ICF		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	21	Northern America	3	19	Americas	Region								Y0T4	under 5 years old	2019	1927.2		1991.3	1865.0		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			Y0T4	under 5 years old	2013	76.12625					Encuesta demogrĂĄfica y de salud 2013. Demographic and Health Surveys. Santo Domingo, RepĂşblica Dominicana: CESDEM y ICF International, 2014 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			Y0T4	under 5 years old	2014	128.51529					Tabulados Encuesta de Condiciones de Vida 2014 - Sexta Ronda  (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			Y0T4	under 5 years old	2014	37.48299					Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014, Resultados principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud.		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			Y0T4	under 5 years old	2011	15.0253					Encuesta demogrĂĄfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			Y0T4	under 5 years old	2019	347.77751					Ethiopia Mini Demographic and Health Survey 2019: Key Indicators. Rockville, Maryland, USA: EPHI and ICF.		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1			Y0T4	under 5 years old	2010	11.21565					Eritrea population and health survey 2010. Asmara, Eritrea: National Statistics Office and Fafo Institute for Applied International Studies, 2013. (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			Y0T4	under 5 years old	2015	175.1716					InquĂŠrito de Indicadores MĂşltiplos e de SaĂşde em Angola 2015-2016. Luanda, Angola e Rockville, Maryland, EUA: INE, MINSA, MINPLAN e ICF International (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			Y0T4	under 5 years old	2004	4.58867					2004 Fiji national nutrition survey: Main report. Suva, Fiji, 2007 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			Y0T4	under 5 years old	2012	7.53425					EnquĂŞte djiboutienne Ă  indicateurs multiples (EDIM): Rapport preliminaire. Djibouti: MinistĂ¨re de la SantĂŠ et PAPFAM, 2013 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			Y0T4	under 5 years old	2012	19.6033					EnquĂŞte dĂŠmographique et de santĂŠ du Gabon 2012. Demographic and Health Surveys. Calverton, Maryland, et Libreville, Gabon : DGS et ICF International, 2013 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			Y0T4	under 5 years old	2009	50.69406					Report of the Georgia national nutrition survey (GNNS) 2009. Tbilisi, Georgia: NCDC&PH and UNICEF, 2010.		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			Y0T4	under 5 years old	2018	9.89624					Gambia National Micronutrient Survey 2018. Banjul, Gambia; 2019	data collection in March-May 2018	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			Y0T4	under 5 years old	2014	54.65146					Palestinian Multiple Indicator Cluster Survey 2014,  Final Report, Ramallah, Palestine (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			Y0T4	under 5 years old	2016	115.32445					German Health Interview and Examination Survey for Children and Adolescents KiGGS	children 3-5 years old	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y0T4	under 5 years old	2017	56.97446					Multiple Indicator Cluster Survey (MICS2017/18), Survey Findings Report. Accra, Ghana: GSS		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	30	Eastern Asia	3	142	Asia	Region								Y0T4	under 5 years old	2019	5729.6		6528.9	5022.4		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.	excluding Japan	M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y0T4	under 5 years old	2013	113.94585					Azerbaijan nutrition survey  (AzNS), 2013. Baku, Republic of Azerbaijan, 2014 (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y0T4	under 5 years old	2019	374.1882					Segunda Encuesta Nacional de Nutricion y Salud, Argentina 2004-2005	overweight using BMI-for-age z-scores	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y0T4	under 5 years old	2015	98.59355					 Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala, 2015 (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			Y0T4	under 5 years old	2018	113.43001					EnquĂŞte DĂŠmographique et de SantĂŠ en GuinĂŠe 2018. Conakry, GuinĂŠe, et Rockville, Maryland, USA : INS et ICF		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			Y0T4	under 5 years old	2014	3.91299					Guyana Multiple Indicator Cluster Survey 2014, Final Report. Georgetown, Guyana: Bureau of Statistics, Ministry of Public Health and UNICEF (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			Y0T4	under 5 years old	2017	42.87456					EnquĂŞte MortalitĂŠ, MorbiditĂŠ et Utilisation des Services (EMMUS-VI 2016-2017) PĂŠtion-Ville, HaĂŻti, et Rockville, Maryland, USA : IHE et ICF (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	34	Southern Asia	3	142	Asia	Region								Y0T4	under 5 years old	2019	4481.5		7697.2	2588.7		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			Y0T4	under 5 years old	2012	52.60829					Encuesta nacional de salud y demografĂ­a 2011-2012. Demographic and Health Surveys. Tegucigalpa, Honduras: SS, INE e ICF International, 2013 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	35	South-Eastern Asia	3	142	Asia	Region								Y0T4	under 5 years old	2019	4230.5		7132.6	2450.5		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			Y0T4	under 5 years old	2017	1858.75997					Comprehensive National Nutrition Survey (CNNS) National Report. New Delhi	0-4 years old	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			Y0T4	under 5 years old	2017	350.99878					Australia National Health Survey 2017-18	Age-adjusted;	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			Y0T4	under 5 years old	2018	1948.02416					National report on basic health research, RISKESDAS, 2018. Jakarta, Indonesia,		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			Y0T4	under 5 years old	2018	327.28017					Iraq Multiple Indicator Cluster Survey 2018, Survey Findings Report. Baghdad, Iraq: CSO & KRSO		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			Y0T4	under 5 years old	2016	55.80353					EnquĂŞte par grappes Ă  indicateurs multiples - CĂ´te dâIvoire 2016, Rapport Final, Septembre 2017 (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			Y0T4	under 5 years old	2014	19.51718					Jamaica survey of living conditions data set 2014. The Planning Institute and the Statistical Institute of Jamaica, 2017 (and additional analysis)		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			Y0T4	under 5 years old	2010	83.31216					Updated Japanese growth references for infants and preschool children, based on historical, ethnic and environmental characteristics. Acta Paediatrica 2014;103(6):e251-e261 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			Y0T4	under 5 years old	2015	182.62304					2015 Kazakhstan Multiple Indicator Cluster Survey, Final Report. Astana, Kazakhstan: The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan, 2016. 		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			Y0T4	under 5 years old	2018	230.36633					Afghanistan Health Survey 2018		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			Y0T4	under 5 years old	2012	51.64672					Jordan population and family health survey 2012. Demographic and Health Surveys. Calverton, Maryland, USA: Department of Statistics and ICF International, 2013 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			Y0T4	under 5 years old	2014	291.63959					National Council for Population and Development (NCPD). Kenya demographic and health Survey (2014 KDHS): Key indicators. Demongraphic and Health Surveys. Nairobi, Kenya: KNBS, Ministry of Health, NACC, KEMRI, NCPD, 2015 (and additional analysis).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	408	Democratic People's Republic of Korea	4	30	Eastern Asia	Country	127.1803633	40.1462645	PRK	1	1			Y0T4	under 5 years old	2017	40.03265					DPR Korea Multiple Indicator Cluster Survey 2017, Survey Findings Report. Pyongyang, DPR Korea: Central Bureau of Statistics and UNICEF 		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			Y0T4	under 5 years old	2010	167.09247					Data Resource Profile: The Korea National Health and Nutrition Examination Survey (KNHANES). International Journal of Epidemiology 2014;43:69-77 (and additional analysis).	 Age-adjusted;	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1			Y0T4	under 5 years old	2017	16.76114					Kuwait Nutrition Surveillance System [KNSS] 2017. Kuwait city, Kuwait: Food & Nutrition Administration	overweight using BMI-for-age z-scores; National Surveillance system	CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			Y0T4	under 5 years old	2018	54.50177					Kyrgyzstan Multiple Indicator Cluster Survey 2018, Survey Findings Report. Bishkek, Kyrgyzstan: National Statistical Committee of the Kyrgyz Republic and UNICEF.		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			Y0T4	under 5 years old	2017	27.54871					Lao Social Indicator Survey II 2017, Survey Findings Report. Vientiane, Lao PDR: Lao Statistics Bureau and UNICEF		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	419	Latin America and the Caribbean	3	19	Americas	Region								Y0T4	under 5 years old	2019	3915.5		4345.0	3486.0		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			Y0T4	under 5 years old	2004	72.38181					Lebanon family health survey 2004: Principal report. Tutelian M, Khayyat M , Monem AA, eds. The Pan Arab Project for Family Health, 2006 (additional analysis conducted by PAPFAM).		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			Y0T4	under 5 years old	2018	16.55861					Lesotho Multiple Indicator Cluster Survey 2018, Survey Findings Report. Maseru, Lesotho: Bureau of Statistics.		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			Y0T4	under 5 years old	2016	18.97894					Liberia 2016 National Nutrition and Mortality Survey		CA	Country adjusted data	NUMBER	Thousands	G	Global			
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	432	Landlocked developing countries (LLDCs)	1			Group								Y0T4	under 5 years old	2019	2261.4		3041.2	1676.8		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	NUMBER	Thousands	G	Global			
