series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			A	Normal value	2017	32.4316076404724					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	2018	16.3549879206207					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			A	Normal value	2018	16.4087089337425					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	142	Asia	2	1	World	Region								A	Normal value	2018	25.3248105060468					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	143	Central Asia	3	142	Asia	Region								A	Normal value	2018	29.2730412273703					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			A	Normal value	2018	13.3734834074712					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	145	Western Asia	3	142	Asia	Region								A	Normal value	2018	28.2974836520945					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	15	Northern Africa	3	2	Africa	Region								A	Normal value	2018	26.0940194116823					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	150	Europe	2	1	World	Region								A	Normal value	2018	41.8490708629921					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	151	Eastern Europe	3	150	Europe	Region								A	Normal value	2018	39.3856612671854					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			A	Normal value	2018	23.9111754726011					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	154	Northern Europe	3	150	Europe	Region								A	Normal value	2018	43.6587659233229					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	155	Western Europe	3	150	Europe	Region								A	Normal value	2018	45.8305883942768					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			A	Normal value	2017	28.2781022591549					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	2018	18.2734870737046					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			A	Normal value	2018	26.9211949766435					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	2018	28.3711602280935					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			A	Normal value	2016	13.0703502474184					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			A	Normal value	2018	25.9331935771451					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	19	Americas	2	1	World	Region								A	Normal value	2018	24.5482985201899					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			A	Normal value	2018	22.6264090603122					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			A	Normal value	2018	39.7155936307637					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	199	Least Developed Countries (LDC)	1			Group								A	Normal value	2018	21.2426532820907					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	2	Africa	2	1	World	Region								A	Normal value	2018	19.2554078276903					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	202	Sub-Saharan Africa	3	2	Africa	Region								A	Normal value	2018	18.929759657024					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			A	Normal value	2018	40.9657408564655					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			A	Normal value	2013	17.7501713123632					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			A	Normal value	2018	52.0222750509983					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	21	Northern America	3	19	Americas	Region								A	Normal value	2018	35.1767011669986					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			A	Normal value	2014	29.3476637760078					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			A	Normal value	2018	16.1148475410152					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			A	Normal value	2018	26.1584769884171					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1			A	Normal value	2018	18.8873508335685					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			A	Normal value	2018	10.1523139701531					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			A	Normal value	2018	37.8873599719771					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			A	Normal value	2017	16.08590483144					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1			A	Normal value	2018	27.0211660523413					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			A	Normal value	2018	51.8057183234524					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			A	Normal value	2018	52.8537794984467					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			A	Normal value	2018	16.625914288985					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			A	Normal value	2018	28.578697880719					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			A	Normal value	2018	18.9175726378222					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			A	Normal value	2018	45.8442397222795					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			A	Normal value	2014	19.6399949200353					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			A	Normal value	2018	15.8474245522536					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								A	Normal value	2018	21.1571304164611					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			A	Normal value	2017	104.320674982964					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	30	Eastern Asia	3	142	Asia	Region								A	Normal value	2018	31.7534065250843					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			A	Normal value	2018	47.3510399861407					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			A	Normal value	2014	24.4928993884731					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			A	Normal value	2017	35.9515689669195					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			A	Normal value	2018	17.8890257419568					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			A	Normal value	2018	10.4759339811958					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	34	Southern Asia	3	142	Asia	Region								A	Normal value	2018	21.7113644846613					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			A	Normal value	2018	20.1563891989479					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			A	Normal value	2017	25.7574369059226					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			A	Normal value	2018	44.5004877975041					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	35	South-Eastern Asia	3	142	Asia	Region								A	Normal value	2018	21.3429219857253					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			A	Normal value	2018	53.1862496688306					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			A	Normal value	2017	13.1266041262375					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			A	Normal value	2018	34.6112428217691					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			A	Normal value	2018	14.7867791191248					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			A	Normal value	2009	31.2291311252288					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			A	Normal value	2016	26.8058445426241					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			A	Normal value	2018	25.4157717488942					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			A	Normal value	2018	36.0769220270432					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			A	Normal value	2018	45.8506381116244					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			A	Normal value	2017	18.070544679969					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			A	Normal value	2018	31.4047203773474					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	39	Southern Europe	3	150	Europe	Region								A	Normal value	2018	39.4786844891884					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			A	Normal value	2018	36.1552817053093					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			A	Normal value	2018	20.5692436909412					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			A	Normal value	2017	45.2477849940176					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			A	Normal value	2018	48.7401953928318					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			A	Normal value	2017	26.1004982647723					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			A	Normal value	2018	20.2668713415641					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			A	Normal value	2017	35.043861233911					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	412	Kosovo	4	151	Eastern Europe	Country								A	Normal value	2018	26.4572791892402					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1			A	Normal value	2015	38.6211713870321					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			A	Normal value	2018	33.1848579095132					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			A	Normal value	2018	16.2330225320662					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	419	Latin America and the Caribbean	3	19	Americas	Region								A	Normal value	2018	22.7768980790551					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			A	Normal value	2017	21.2174818748984					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			A	Normal value	2018	42.9451309859191					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			A	Normal value	2018	36.875074177785					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			A	Normal value	2013	26.3661631255256					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	432	Landlocked developing countries (LLDCs)	1			Group								A	Normal value	2018	22.9498653352468					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	44	Bahamas	5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1			A	Normal value	2018	15.9518233310208					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			A	Normal value	2018	34.4118746369462					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			A	Normal value	2018	45.040284223329					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	446	China, Macao Special Administrative Region	4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1			A	Normal value	2018	31.7534065250843					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			A	Normal value	2018	16.0716748980464					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			A	Normal value	2018	19.9337689494269					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			A	Normal value	2018	16.095051258412					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			A	Normal value	2014	31.3030979307328					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			A	Normal value	2018	13.7840787569982					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1			A	Normal value	2018	38.3678170414268					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			A	Normal value	2013	24.0419980972371					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			A	Normal value	2018	23.1756119478535					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			A	Normal value	2018	18.8306776730301					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			A	Normal value	2017	30.1089437192054					IMF		_X	Data nature not available	PT	Percentage	G	Global			
GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			A	Normal value	2018	30.2665403753062					IMF		_X	Data nature not available	PT	Percentage	G	Global			
